president names,schools
pres.—william j. schlaerth. ,"lemoyne college,^ syracuse 3 (—; r. "
pres.—chester l. buxton. ,"sciences, paul smiths (—; p.; "
pres.—merlin g. smith. ,"roberts junior college, north chili "
pres.—w. albert lotz. ,"63rd st., new york 23 (—; y. m. c. "
pres.—ferdinand d. bluford. ,"of north carolina, greensboro (s.; "
pres.—h. s. hilley. ,"atlantic christian college, wilson (—; "
pres.—l. s. cozart. ,"**barber-scotia college, concord (js.; "
pres.—david d. jones. ,"♦♦bennett college, greensboro (s.; "
pres.—^a. r. keppel. ,"catawba college, salisbury (s.; evan, "
pres.—john r. cunningham. ,"davidson college, davidson (a., s.; "
pres.—robert l. flowers. ,"duke university, durham (a., s.; p.; "
pres.—leon e. smith. ,"elon college, elon college (s.; chris.; "
pres.—henry g. bedinger. ,"flora macdonald college, red springs "
pres.—luther l. gobbel. ,"greensboro college, greensboro (s.; "
pres.—clyde a. milner. ,"guilford college, guilford college (s.; "
pres.—gideon i. humphreys. ,"high point college, high point (—; "
pres.—hardy liston. ,"**johnson c. smith university, char¬ "
pres.—p. e. monroe. ,"lenoir-rhyne college, hickory (s.; "
pres.—w. j. trent. ,"♦♦livingstone college, salisbury (s.; "
pres.—carlyle campbell. ,"meredith college, raleigh, (a., s.; "
pres.—j. rupert mcgregdr. ,"montreat college, montreat (—; "
pres.—a. elder. ,"♦♦north carolina college at durham, "
pres.—^ralph d. wellons. ,"pembroke state college, pembroke "
pres.—hunter b. blakely. ,"queens college, charlotte (s.; presb.; "
pres.—harold l. trigg. ,"♦♦st. augustine’s college, raleigh (s.; "
pres.—howard e. rondthaler. ,"salem college, winston-salem (s.; "
"assist, to the pres.—david e. wein- ",morav.; wo.; 388). 
pres.—robert p. daniel. ,"♦♦shaw university, raleigh (s.; bapt.; "
pres.—frank p. graham. ,"hill, raleigh, and greensboro (a., "
pres.—thurman d. kitchin. ,"winston-salem (a., s.; bapt.; men "
pres.—b. b. dougherty. ,"appalachian state teachers college, "
pres.—john d. messick. ,"east carolina teachers college, green¬ "
pres.—j. w. seabrook. ,"♦♦fayetteville state teachers college, "
pres.—s. d. williams. ,"♦♦state teachers college, elizabeth "
"pres.—w. e. bird, acting. ","western carolina teachers college, "
pres.—f. l. atkins. ,"winston-salem (s., *; st; coed.; "
pres.—glenn l. bushey. ,"asheville-biltmore college, asheville "
pres.—vincent g. tayldr. ,"belmont abbey college, belmont (s.; "
pres.—eugene j. coltrane. ,"brevard college, brevard (—; metb.; "
pres.—l. h. campbell. ,"campbell college, buies creek (s.; "
pres.—philip l. elliott. ,boiling springs (—; bapt.; coed.; 
pres.—henry nan. ,"♦♦immanuel lutheran college, greens¬ "
pres.—w. c. tate. ,"lees-mcrae college, banner elk (—; "
pres.—samuel m. holton. ,"louisburg college, louisburg (—; "
pres.—hoyt blackwell. ,lib.—sarah k. patten. 
pres.—john montgomery. ,"mitchell college, statesville (—; "
pres.—e. p. holt. ,"oak ridge military institute, oak "
pres.—william c. pressly. ,"peace college, raleigh (—; presb.; "
pres.—c. m. waggoner. ,"pfeiffer junior college, misenheimer "
pres.—w. j. jones. ,"military institute, salemburg (—; "
pres.—^louis c. lamotte. ,"presbyterian junior college for men, "
pres.—sister m. maura. ,"academy, belmont (—; r. c.; "
pres.—rev. mother a. sharry. ,"lege, asheville (—; r, c.; wo.; "
pres.—richard g. stone. ,saint mary’s school and junior col¬ 
pres.—c. c. burris. ,"wingate college, wingate (—; bapt.; "
"pres.—howard j. bell, jr. ","jamestown college, jamestown (a., n.; "
pres.—frederic samuel hultz. ,state college (n.; st.; coed.; 
pres.—john 0. west. ,"university of north dakota,® univer¬ "
pres.—marcus j. birrell. ,with university of north dakota) 
pres.—j. c. mcmillan. ,"state normal and industrial college,® "
pres.—charles e. scott. ,"state teachers college,® dickinson (♦; "
pres.—c. p. lura. ,"state teachers college,® mayville (*; "
pres.—c. c. swain. ,"state teachers college,® minot (n., ♦; "
pres.—roscoe l. lokken. ,"state teachers college,® valley city "
pres.—clarence n. nelson. ,"north dakota school of forestry,® bot¬ "
pres.—e. f. riley. ,"north dakota state school of science,® "
pres.—douglas mcgregdr. ,"antioch college, yellow springs (a., "
vice pres.—robert p. ludlum. ,"vice pres, and dean of admin.— "
pres.—glenn l. clayton. ,"ashland college, ashland (n.; breth.; "
"pres.—^albert riemenschneider, act¬ ",theology—m. a. stuckey. 
pres.—lloyd l. ramseyer. ,"bluffton college, bluffton (—; menon.; "
pres.—f. j. prout. ,"bowling green state university, bowl¬ "
pres.—harold l. yochum. ,"capital university, columbus (a., n.; "
pres.—ira d. vayhinger. ,"cedarville college, cedarville (—; p.; "
 pres.—charles h. wesley. ,"arts, wilberforce (♦ed.; st.; coed.; "
pres.—mother mary zoe. ,"college of mount st. joseph, mount "
pres.—sister m. angelita. ,"college of st. mary of the springs, "
pres.—howard f. lowry. ,"college of wooster, wooster (a., n.; "
pres.—harold dana hopkins. ,"defiance college, defiance (—; cong.- "
pres.—kenneth i. brown. ,"denison university, granville (a., n.; "
"pres.—j. c. nichols, acting. ","fenn college, cleveland (n.; p.; coed.; "
pres.—h. clifford fox. ,"findlay college, findlay (—; ch. of "
pres.—w. terry wickham. ,"heidelberg college, tiffin (a., n.; "
pres.—paul h. fall. ,"hiram college, hiram (a., n.; p.; "
pres.—frederick e. welfle. ,"john carroll university, cleveland "
pres.—george a. bowman. ,"kent state university, kent (n., *; "
pres.—gordon keith chalmers. ,"kenyon college, gambier (a., n.; p.; "
pres.—helen d. bragdon. ,"lake erie college, painesville (a., n.; "
pres.—wm. bay iiwine. ,"marietta college, marietta (a., n.; p.; "
pres.—sister mary catherine rayndr. ,"mary manse college, toledo (n.; r. "
pres.—ernest h. hahne. ,"miami university, oxford (a., n.; st; "
vice pres.—c. w. kreger. ,"coed.; 4,995). "
pres.—charles b. ketcham. ,"mount union college, alliance (a., n.; "
pres.—robert n. montgomery. ,♦music—cecil stewart. 
pres.—mother mary agnes busche. ,"notre dame college, south euclid (n.; "
pres.—william e. stevenson. ,"oberlin college, oberlin (a., n.; p.; "
vice pres.—harold s. wood. ,"coed.; 2,180). "
pres.—robert o. mcclure. ,"ohio northern university, ada (—; "
pres.—howard l. bevis. ,"ohio state university, the, columbus "
vice pres.—bland l. stradley. ,"(a., n.; st.; coed.; 25,418). "
"asst, to pres.—norval n. luxon. ",pres.—howard l. bevis. 
"pres.—john c. baker, ","ohio university, athens (a., n.; st.; "
pres.—a. s. flemming. ,"ohio wesleyan university, delaware "
pres.—f. w. mcdermott. ,"rio grande college, rio grande (—; "
pres.—pi. e. simmons. ,"university of akron, akron (a., n.; "
"asst, to pres.—leslie p. hardy. ","c.; coed.; 4,988). "
pres.—raymond tvalters. ,"university of cincinnati, cincinnati "
pres.—j. gordon howard. ,evening—frank r. neuffer. 
pres.—sister marie pierre. ,"cliff. walnut hills, cincinnati (—: "
pres.—george j. renneker. ,"university of dayton, dayton (n.; "
pres.—avilbur wallace white. ,"university of toledo, toledo (a., n.; "
pres.—mother mary celestine. ,"ursuline college, cleveland (n.; r. c.; "
pres.—philip e. henderson. ,"western college, oxford (a., n.; p.; "
pres.— winfred george leutner. ,"western reserve university, cleveland "
finan. vice pres.—ed. blythin. ,"(a., n.; p.; coed.; 13,194). "
pres.—charles leander hill. ,"♦♦wilberforce university, wilberforce "
pres.—samuel d. marble. ,"wilmington college, wilmington (n., "
pres.—rees edgar tulloss. ,"wittenberg college, springfield (a., n.; "
pres.—celestin j. steiner. ,"sessions, in evening, and in grad, "
pres.—howard w. jones. ,"youngstown college, youngstown (n.; "
ipres.—walter n. roberts. ,"bonebrake theological seminary, day- "
pres.—john s. beatty. ,cinnati 
"pres.—thomas hogan, jr. ","cincinnati conservatory of music, cin¬ "
pres.—g. arnold hodgin. ,"cleveland bible college, cleveland (—; "
pres.—^lee e. skeel. ,"ning), cleveland (—; p.; coed.; "
pres.—nelson glueck. ,"hebrew union college, cincinnati 20 "
pres.—james w. o’brien. ,"mount st. mary of the west, cincin¬ "
pres.—george p. michaelides. ,"social work, cleveland (—; p.; "
pres.—edward f. hoban. ,"st. john college, cleveland (*; r. c.; "
pres.—c. c. bussey. ,"dayton, dayton (—; y. m. c. a.; "
pres.—edward f. memmott. ,"urbana junior college, urbana (—; "
pres.—mother m. rita vessels. ,"benedictine heights college, guthrie "
pres.—roy h. cantrell. ,"bethany-peniel college, bethany (—; "
pres.—g. l. harrison. ,"**langston university, langston ’’ (n.; "
pres.—henry g. bennett. ,"college,’ stillwater (a., n.; st; "
pres.—john wesley raley. ,"oklahoma baptist university, shawnee. "
vice pres.—r. orin cornett. ,"(—; bapt.; coed.; 1,324). "
pres.—cluster q. smith. ,liberal arts—l. e. solomon. 
pres.—c. dan procter. ,"oklahoma college for women,’ chick- "
pres.—marvin e. mckee. ,"cal college,’ goodwell (—; st; "
pres.—eugene s. briggs. ,"phillips university, enid (n.; disc.; "
pres.—g. l. cross. ,"oklahoma city (a., n.; st.; coed.; "
"admin, vice pres.—carl mason ","12,351). "
finan. vice pres.—roscoe cate. ,sec.—e. r. kraettli. 
pres.—c. i. pontius. ,"university of tulsa, tulsa (a., n.; p.; "
pres.—f. bert grubb. ,"oklahoma city college of law, okla¬ "
pres.—r. r. robinson. ,"central state college/ edmond (n., ♦ ; "
"pres.—charles f. spencer, acting. ","east central state college,'^ ada (n., "
pres.—john s. vaughan. ,"northeastern state college,’ tahlequah "
pres.—sabin c. percefull. ,"northwestern state college,’ alva (♦; "
pres.—t. t. montgomery. ,"southeastern state college,’ durant "
pres.—r. h. burton. ,"southwestern institute of technology,’ "
"pres.—clifford peterson, acting. ","altus college, altus (—; c.; coed.; "
pres.—francis w. thompson. ,"bacone college, bacone (—; bapt.; "
pres.—g. m. roberts. ,"bartlesville junior college, bartlesville "
pres.—c. vernon howell. ,"cameron state agricultural college,’ "
pres.—carl tayldr. ,"carnegie junior college, carnegie (—; "
pres.—jacob johnson. ,"connors state agricultural college,’ "
pres.—c. g. dunlap. ,"eastern oklahoma a. and m. college,’ "
pres.—paul r. tayldr. ,"el reno junior college, el reno (—; "
pres.—tom hansen. ,"kiowa county junior college, hobart "
pres.—b. f. johnson. ,"mangum junior college, mangum (—; "
pres.—clive e. murray. ,"murray state school of agriculture,’ "
pres.—bruce g. carter. ,"and mechanical college,’ miami "
pres.—loren n. brown. ,"northern oklahoma junior college,’ "
pres.—h. m. ledbetter. ,"oklahoma military academy,’ clare- "
pres.—clarence j. pike. ,"cascade college, portland (—; p.; "
pres.—morgan samuel odell. ,"lewis and clark college, portland (w.; "
pres.—harry l. dillin. ,"linfield college, mcminnville (a., w.; "
pres.—sister m. rose augusta. ,"marylhurst college, marylhurst (w.; "
pres.—thomas meier. ,"mount angel seminary, st. benedict "
pres.—august leroy strand. ,"oregon state college,  corvallis (a., "
pres.—gervas a. carey. ,"pacific college, newberg (—; fr.; "
pres.—walter c. giersbach. ,"pacific university, forest grove (w.; "
"pres.—ernest boyd macnaughton, ","reed college, portland 2 (a., w.; p.; "
pres.—h. k. newburn. ,"portland (a., w.; st.; coed.; "
pres.—theodore j. mehling. ,"university of portland, portland (w.; "
pres.—g. herbert smith. ,"willamette university, salem (a. w.; "
pres.—roben j. maaske. ,"eastern oregon college of education,® "
pres.—mother m. ursula. ,"mount angel women’s college, mount "
pres.—henry gunn. ,"oregon college of education,® mon¬ "
pres.—elmo n. stevenson. ,"southern oregon college of education,® "
pres.—sister m. dorothy ann. ,"teachers college, marylhurst (w., 3 "
pres.—edvv'ard l. clark. ,"multnomah college, portland (w.; y. "
pres.—harry v. masters. ,"albright college, reading (m.; evan.; "
pres.—louis t. benezet. ,"allegheny college, meadville (a., m.; "
pres.—raymon m. kistler. ,"beaver college, jenkintown (m.; "
pres.—katharine elizabeth mcbride. ,"bryn mawr college, bryn mawr (a., "
pres.—herbert l. spencer. ,"bucknell university, lewisburg (4., "
pres.—dale h. moore. ,"cedar crest college, allentown (m.; "
pres.—sister maria kostka. ,"chestnut hill college, chestnut hill "
pres.—sister mary gonzaga. ,"college misericordia, dallas (m.; p.; "
pres.—william w. edel. ,"dickinson college, carlisle (a., m.; p.; "
pres.—abraham a. neuman. ,"dropsie college (graduate), philadel¬ "
pres.—francis p. smith. ,"duquesne university, pittsburgh (m.; "
pres.—a. c. baugher. ,"elizabethtown college, elizabethtown "
pres.—theodore a. distler. ,"franklin and marshall college, lan¬ "
pres.—joseph j. wehrle. ,"gannon college, erie (—; r. c.; men; "
pres.—m. m. pearce. ,"geneva college, beaver falls (a., m.; "
pres.—henry w. a. hanson. ,"gettysburg college, gettysburg (a., "
pres.—weir c. ketler. ,"grove city college, grove city (a., "
pres.—horace mann bond. ,"♦♦lincoln university, lincoln univer¬ "
pres.—calvert n. ellis. ,"juniata college, huntingdon (a., m.; "
pres.—ralph cooper hutchison. ,"lafayette college, easton (a., m.; "
pres.—bro. g. paul. ,"lasalle college, philadelphia (m.; r. "
pres.—clyde a. lynch. ,"lebanon valley college, annville (m.; "
pres.—martin d. wliitaker. ,"lehigh university, bethlehem (a., m.; "
vice pres.—e. k. smiley. ,"1'.; men ; 3,427). "
pres.—sister m. sylvia. ,"marywood college, scranton (m.; r. "
pres.—sister m. desales preston. ,"mercyhurst college, erie (m.; r. c.; "
pres.—edwin j. heath. ,"moravian college for women, bethle¬ "
pres.—mother m. francella mccon¬ ,"mount mercy college, fifth ave., pitts¬ "
pres.—levering ty.son. ,"muhlenberg college, allentown (a., m.; "
pres.—paul russell anderson. ,"penn.sylvania college for women, pitts¬ "
"pres.—james milholland, acting. ","hazleton, and pottsville (a. m.; "
pres.—mother mary boniface. ,"rosemont college, rosemont (a., m.; "
pres.—^adrian j. m. veigle. ,"st. francis college, loretto (m.; p.; "
pres.—john j. long. ,"st. joseph’s college, philadelphia (m.; "
pres.—alfred koch. ,"st. vincent college, latrobe (m.; r. "
pres.—william granger ryan. ,"seton hill college, greensburg (a., m.; "
pres.—g. morris smith. ,"susquehanna university, selinsgrove "
pres.—john w. nason. ,"swarthmore college, swarthmore (a., "
pres.—robert livingston johnson. ,"m.; p.; coed, in most schools; "
prov. vice-pres.—millard e. glad- ,"13,017). "
pres.—william f. zimmerman. ,"thiel college, greenville (m.; u. luth.; "
pres.—harold e. stassen. ,"except arts and sciences, engineer¬ "
"exec, vice pres.—wm. h. dubarry. ",pres.—harold e. stassen. 
pres.—j. eugene gallery. ,"university of scranton, scranton (m.; "
pres.—norman e. mcclure. ,"ursinus college, collegeville (a., m. ; "
pres.—mother aurelia. ,"villa maria college, erie (m.; r. c. "
pres.—f. x. n. mcguire. ,"villanova college, villanova (m.; r. "
"pres.—james herbert case, jr. ","washington (a., m.; p.; men; "
pres.—paul r. stewart. ,"waynesburg college, waynesburg (—; "
"pres.—john orr, acting. ","westminster college, new wilmington "
pres.—eugene s. farley. ,"wilkes college, wilkes-barre (jm.; p.; "
pres.—paul swain havens. ,"wilson college, chambersburg (a., m.; "
pres.—george decharms. ,athyn (—; ch. of n. jeru.; coed.; 
"exec, vice pres.—willard d. pendle¬ ",86). 
pres.—robert e. doherty. ,"carnegie institute of technology, pitts¬ "
pres.—edwin e. aubrey. ,"crozer theological seminary, chester "
pres.—h. f. stambaugh. ,"therapy, leetsdale (*; p.; coed.; "
pres.—james creese. ,"drexel institute of technology, phil¬ "
pres.—gordon palmer. ,"nary, the, philadelphia ($; bapt.; "
pres.—charles a. allen. ,"pital, 235 north 15th st., philadel¬ "
"exec, vice pres.—raymond s. i^eo- ",phia 2 (j; p.; coed.; 403). 
pres.—paul j. hoh. ,"lutheran theological seminary, phil¬ "
pres.—mrs. john craig roak. ,"industry, philadelphia (—; p.; "
pres.—frank k. hyatt. ,"pennsylvania military college, chester "
pres.—albert fitch. ,"tometry, philadelphia (*; p.; "
pres.—ivor griffith. ,"science, philadelphia 4 (*; p.; "
pres.—mrs. raymond k. denworth. ,"therapy, philadelphia (* ; p.; wo.; "
pres.—george a. long. ,"nary, pittsburgh (*; u. presb.; "
pres.—r. j. g. mcknight. ,"seminary, pittsburgh (—; ref. "
pres.—francis j. furey. ,"brook, philadelphia (—; r. c.; "
pres.—john f. long. ,"st. vincent seminary, germantown, "
pres.—edward f. magee. ,"episcopal church, philadelphia "
pres.—henry a. ui<idle. ,"western theological seminary, pitts¬ "
pres.—^louise pearce. ,"vania, philadelphia 29 (*; p.; wo.; "
pres.—leslie pinckney hill. ,**cheyney training school for teach¬ 
pres.—harvey a. andruss. ,"state teachers college, bloomsburg "
pres.—robert m. steele. ,"state teachers college, california (*; "
pres.—paul g. chandler. ,"state teachers college, clarion (*; "
pres.—joseph f. noonan. ,"state teachers college, east strouds¬ "
pres.—l. h. van houten. ,"state teachers college, edinboro (♦; "
pres.—willis e. pratt. ,"state teachers college, indiana (m., "
pres.—q. a. w. rohrbach. ,"state teachers college, kutztown (m., "
pres.—richard t. parsons. ,"state teachers college, lock haven "
pres.—james g. morgan. ,"state teachers college, mansfield (m. "
pres.—d. l. biemesderfer. ,"state teachers college, millersville (*; "
pres.—harry l. kriner. ,"(m., "
pres.—dale w. houk. ,"mount aloysius junior college, cres- "
pres.—charles s. swope. ,"state teachers college, west chester "
"pres.—john a. jadus, acting. ","alliance college, cambridge springs "
pres.—edith hatcher harcum. ,"harcum junior college, bryn mawr "
pres.—blake tewksbury. ,"keystone junior college, la plume "
pres.—john w. long. ,"lycoming college, williamsport (m.; "
"pres.—c. n. hostetter, jr. ","messiah bible college, grantham (—; "
pres.—sister mary magdalene. ,dean of wo.—frances a. smith. 
pres.—abby a. sutherland. ,"ogontz junior college, rydal (—; p.; "
pres.—sarah w. briggs. ,"tory school, chambersburg (—; p.; "
pres.—lester f. johnson. ,"legiate institute, york (—; p.; "
pres.—edward g. seel. ,"polytechnic institute of puerto rico, "
pres.—henry merritt wriston. ,"brown university, providence (a., e.; "
vice pres.—bruce ini. bigelow. ,dean of univ.—samuel t. arnold. 
pres.—carl r. woodward. ,"rhode island state college, kingston "
pres.—henry l. jacobs. ,"bryant college, providence (—; p.; "
vice pres.—e. gardner jacobs. ,"coed.; 2,297). "
pres.—j. edmund nayldr. ,"hill college, inc., woonsocket (—; p.; "
pres.—howard w. ferrin. ,"providence bible institute, providence 8 "
pres.—^albert w. claflin. ,"allied sciences, providence ($; p,; "
pres.—max w. sullivan. ,"rhode island school of design, provi¬ "
pres.—francis p. keough. ,"catholic teachers college, providence "
pres.—lucius a. whipple. ,"rhode island college of education, "
"pres.—clark f. murdough, ","hill, barrington (—; p.; coed.; "
pres.—samuel r. higgins. ,"**allen university, columbia (s.; a. "
pres.—j. a. bacoats. ,"**benedict college, columbia (s.; "
"pres.—bob jones, jr. ","dean of wo.—mrs. o. a, riley. "
pres.—g. p. summerall. ,"south carolina, charleston (a., s.; "
pres.—john j. seabrook. ,"**claflin college, orangeburg (s.; "
pres.—robert franklin poole. ,"clemson agricultural college, clem- "
pres.—donald c. agnew. ,"coker college, hartsville (s.; p.; wo.; "
pres.—george d. grice. ,"s.; c.; men ; coed, for women resi¬ "
pres.—j. caldwell guilds. ,"columbia college, columbia (s.; meth.; "
pres.—edward m. gwathmey. ,"converse college, spartanburg (a., s.; "
pres.—robert c. grier. ,"erskine college, due west (s.; asso. "
pres.—j. l. plyler. ,"furman university, greenville (a., s.; "
pres.—b. m. grier. ,"lander college, greenwood (—; meth.; "
pres.—r. c. granberry. ,"limestone college, gaffney (s.; p.; "
pres.—james c. kinard. ,"newberry college, newberry (s.; u. "
pres.—marshall w. brown. ,"presbyterian college, clinton (—; "
pres.—m. p. whittaker. ,"lege of south carolina, orangeburg "
pres.—norman m. smith. ,"university of south carolina, colum¬ "
pres.—henry radcliffe sims. ,"winthrop college, rock hill (s.; st; "
pres.—h. h. butler. ,"admin, dir.—r. brice waters. "
pres.—walter k. greene. ,"wofford college, spartanburg (a., s.; "
pres.—robert c. mcquilkin. ,"columbia bible college, columbia (—; "
pres.—john l. yost. ,"nary, columbia (* ; u. luth.; men; "
pres.—kenneth m. lynch. ,"carolina, charleston (* ; st.; coed.; "
pres.—annie d. denmark. ,"anderson college, anderson (—; "
pres.—a. c. hightower. ,"♦♦bettis academy, trenton (—; p-; "
"pres.—s. v. moreland, acting. ","lege, rock hiu (—; a. m. e. z.; "
pres.—m. c. donnan. ,"junior college, tiger ville (—; "
pres.—r. b. burgess. ,"spartanburg junior college, spartan¬ "
"pres.—earl h. mccleuney, sr. ","♦♦voorhees school and junior college, "
pres.—james benjamin hilson. ,"wesleyan methodist college, central "
pres.—l. m. stavig. ,"augustana college, sioux falls (n,; "
pres.—samuel m. hilburn. ,"dakota wesleyan university, mitchell "
pres.—george f. mcdougall. ,"huron college, huron (n.; presb.; "
pres.—ernest e. smith. ,"sioux falls college, sioux falls (jn.; "
pres.—j. h. goudlock. ,lib.—bertha honger. 
pres.—ered h. leinbach. ,"culture and mechanic arts, brook¬ "
pres.—i. d. weeks. ,"university of south dakota, vermil¬ "
pres.—j. clark graham. ,"yankton college, yankton (n.; p.; "
pres.—w. e. wilson. ,"technology, rapid city (*eng., n. ; "
pres.—v. a. lowry. ,"general beadle state teachers college, "
pres.—n. e. steele. ,"northern state teachers college, ab¬ "
pres.—j. howard kramer. ,springfield (* ; 2 yrs.; st.; coed.; 
pres.—b. g. miller. ,"freeman junior college, freeman (—; "
pres.—mother m. jerome. ,"mount marty junior college, yankton "
pres.—j. m. brady. ,"notre dame junior college, mitchell "
pres.—^russell e. jonas. ,ton springs (—; f. meth.; coed.; 
pres.—roy n. baker. ,"rethel college, mckenzie (—; cumber¬ "
"pres.—i. n. carr, acting. ","carson-newman college, jefferson city "
pres.—edwin smith preston. ,"cumberland university, lebanon (—; "
pres.—athens clay pullias. ,"david lipscomb college, nashville (—; "
pres.—charles s. johnson. ,"**fisk university, nashville (a,, s.; p.; "
pres.—r. t. l. liston. ,"king college, bristol (s.; presb.; "
pres.—john reed miller. ,"**knoxville college, knoxville (ts.; u. "
"exec, vice pres.—john m. fraz('r. ",presb.; coed.; 301). 
pres.—richard e. womack. ,reg.—james a. bond. 
pres.—j. h. white. ,"**lane college, jackson (ts.; c. m. e.; "
pres.—hollis f. price. ,"**le moyne college, memphis (s.; a. "
pres.—robert l. kincaid. ,"lincoln memorial university, harro¬ "
pres.—walter e. straw. ,"madison college, imadison college (—; "
pres.—ralph waldo lloyd. ,"maryville college, maryville (a., s.; "
pres.—virgil l. elliott. ,"milligan college, milligan college (—; "
vice pres.—stephen lacey. ,p.; coed.; 456). 
pres.—hugh c. stuntz. ,"scarritt college for christian workers, "
pres.—sister raymunda. ,"wo.; afternoon and evening, coed.; "
pres.—kenneth a. wright. ,"southern missionary college, college- "
pres.—charles e. diehl. ,"southwestern at memphis (a., s.; "
pres.—walter s. davis. ,"trial state college, nashville (s., "
pres.—everett derryberry. ,"tennessee polytechnic institute, cooke¬ "
pres.—^a. b. mackey. ,"trevecca nazarene college, nashville "
pres.—george k. davies. ,"tusculum college, greenville (s.; p.; "
pres.—warren p. jones. ,"union university, jackson (—; bapt; "
pres.—david a. lockmiller. ,"university of chattanooga, chatta¬ "
pres.—c. e. brehm. ,"memphis, and martin (a., s.; st.; "
pres.—judson a. rudd. ,"william jennings bryan university, "
"pres.—d. e. short, jr. ","andrew jackson university (law), "
pres.—w. b. swaney. ,chattanooga college of law (eve¬ 
pres.—robert jlonroe bell. ,"johnson bible college, kimberlin "
pres.—m. don clawson. ,♦♦meharry medical college. nashville 
pres.—w. r. cramer. ,"southern college of optometry, mem¬ "
pres.—halbert harvill. ,"austin peay state college, clarksville "
pres.—charles c. sherrod. ,"east tennessee state college, johnson "
pres.—henry h. hill. ,"nashville (a., s,, *; p.; coed,; "
pres.—j. millard smith. ,"memphis state college, memphis (s.; "
pres.—q. m. smith. ,"middle tennessee state college, mur¬ "
pres.—bro. h. richard. ,"christian brothers college, memphis "
pres.—n. b. hardeman. ,"freed-hardeman college, henderson "
pres.—d. r. youell. ,"hiwassee college, madisonville (—; "
pres.—john c. jernigan. ,"lee college, cleveland (—; ch. of god ; "
pres.—m. w. boyd. ,"college, morristown (s.; meth.; "
pres.—r. e. lee. ,"**swift memorial junior college, rog- "
pres.—james l. robb. ,"tennessee wesleyan college, athens "
pres.—robert calhoun provine. ,"ward-belmont school, nashville (s.; "
pres.—don h. morris. ,"abilene christian college, abilene (—; "
pres.—gibb gilchrist. ,"ville, and arlington. (a., s.; st.; "
"asst, to the pres.—e. l. angell, ","men ; 8,343). "
pres.—edgar howard elam. ,"ior college) (s.; coed.; 1,382). "
pres.—w. b. guerranf. ,"austin college, sherman (s.; s. presb.; "
pres.—william r. white. ,"baylor university, waco and houston "
pres.—joseph j. rhoads. ,"**bishop college, marshall (s.; bapt.; "
pres.—d. m. wiggins. ,"college of mines and metallurgy, el "
pres.—h. d. bruce. ,"east texas baptist college, marshall "
pres.—rupert n. richardson. ,"hardin-simmons university, abilene "
"pres.—thomas h, taylor, ","howard payne college, brownwood "
pres.—sister m. columkille. ,"incarnate word college, san antonio "
pres.—p. c. washington. ,"**jarvis christian college, hawkins "
"pres.—harold g. cooke, ","mcmurry college, abilene (—; meth.; "
"pres.—john la salle imcmahon, ","our lady of the lake college, san "
pres.—nanie belle aycox. ,"**paul quinn college, waco (—; a. "
pres.—^w. y. houston. ,"rice institute, houston (a., s.; p.; "
pres.—louis j. blume. ,st. mary’s university of san antonio 
pres.—umphrey lee. ,"southern methodist university, dallas "
vice pres.—eugene b. hawk. ,"(a., s.; meth.; coed.; 7,031). "
pres.—j. n. r. score. ,"brown wood, weatherford, and te- "
pres.—mrs. j. w. trapp. ,"daniel baker college, brownwood "
pres.—m. e. sadler. ,"texas christian university, fort worth "
pres.—dominion r. glass. ,"**texas college, tyler (fs.; c. m. e.; "
pres.—edward newlon jones. ,"texas college of arts and industries, "
pres.—louis h. hubbard. ,"texas state college for women, den¬ "
pres.—r. o’hara lanier. ,"**texas state university for negroes, "
pres.—william m. whyburn. ,"texas technological college, lubbock "
pres.—law sone. ,"texas wesleyan college, fort worth "
pres.—william h. jones. ,"**tillotson college, austin (s.; p.; "
pres.—monroe g. everett. ,"trinity university, san antonio (s.; "
pres.—e. e. oberholtzer. ,"university of houston, houston (—; "
"asst, to pres.—w. w. kemmerer. ","dist.; coed.; 8,596). "
pres.—t. s. painter. ,"and houston (a., s.; st.; coed.; "
vice pres.—j. o. dolley. ,"17,343). "
"pres.—j. s. scott, acting. ","♦♦wiley college, marshall (s.; c. m. e.; "
pres.—david l. stitt. ,"inary, austin (* ; presb.; men ; "
pres.—lewis sperry chafer. ,"uate school of theology, dallas "
pres.—e. d. head. ,"inary, seminary hill station, fort "
pres.—james g. gee. ,"east texas state teachers college, "
pres.—w. j. mcconnell. ,"north texas state teachers college, "
pres.—harmon lowman. ,"sam houston state teachers college, "
pres.—paul l. boynton. ,"lege, nacogdoches (s., *; st.; "
pres.—richard m. hawkins. ,"sul ross state teachers college, alpine "
pres.—james p. cornette. ,"west texas state teachers college, "
pres.—a. m. meyer. ,"amarillo college, amarillo (s.; c.; "
pres.—thomas m. spencer. ,"blinn college, brenham .(—; dist.; "
pres.—john f. barron. ,"brownsville junior college, browns¬ "
"pres.—m. k. curry, jr. ","**butler college, tjter (—; bapt; "
pres.—o. l. stamey. ,"cisco junior college, cisco (—; c.; "
pres.—h. t. burton. ,"clarendon junior college, clarendon "
pres.—o. o. brandt. ,"clifton junior college, clifton (—; "
pres.—j. l. ward. ,"decatur baptist college, decatur (—; "
pres.—e. l. harvin. ,"del mar college, corpus christ! (s.; "
"pres.—roy p. wilson, ","gainesville junior college, gainesville "
pres.—james b. boren. ,"hardin college, wichita falls (s.; c.; "
pres.—h. f. mossman. ,"hockaday junior college, dallas (—; "
