president names,schools
"pres.—w. w. ludeman. dean—warren vorreyer. bus. mgr.—arthur tschetter. reg.—m. e. burgi. lib.— eugene hanson. pers.—c. w. gould. summer session—lee deboer. state university of south dakota, ver- million (n, bus, chem, jour, law, med, mus, ited; st; coed; sem; ivk; 2,487). pres.—i. d. weeks. bus. mngr.—ww. j. curran. reg.—h. w. frankenfeld. lib.—ruth bergman. dir., couns. and guid.—r. h. knapp. arts and sciences—e. w. har- rington. law—kenneth f. simpson. medicine (2-year school)—walter l. hard. nursing—anne tayldr. education—m. w. delzell. fine arts—warren lee. bus. admin.—r. f. patterson. graduate—h. 8. schell. summer session—m. w. delzell. wessington springs college, wessing- ton springs (—; f meth; coed; sem; ie; 47). pres.—robert f. andrews. dean—philip h. harden. reg.—ada abrahamson. summer session—boyd wright. yankton college, yankton (n, mus; p; coed; sem; iij; 283). pres.—adrian rondileau. ","southern state teachers college, springfield (n, ted; st; coed; qr; tih; as0)e "
"(s, ted; st; coed; qr; i1ie; 1,527). pres.—halbert harvill. ","austin peay state college, clarksville "
"off. belmont college, nashville 5 (s; bapt; eoed: qrs tif: 355). pres.—herbert c. gabhart. academic dean—dewey r. roach. reg.—david h. stone. lib.—pat pearson bates. dean of students—w. w. phelps. bethel college, mckenzie (s; cum- berland presb; coed; qr; iib; oo) pres.—roy n. baker. dean—raymon burroughs. reg.—mrs. glen chalk. bursar—james l. hudson. lib.—mpyrtle bouldin. summer session—raymon roughs. carson-newman city (s; iie: palzje pres.—d. harley fite. dean—edgar m. cook. treas.—a. r. sloan. reg.—nina m. rubin. lib.— mildred iddins. dean of students—william h. roden. christian brothers college, memphis 4 (s$; rc; men; sem; iic; 646). pres.—bro. lambert thomas. dean—bro. levian thomas. treas.—bro. h. patrick. lib.—bro. l. roger. ",dean of wo.—mabel meacham. graduate—felix g. woodward. summer session—regular admin. 
"pres.—ernest l. stockton. bus. mgr.—thomas e. harwood. reg.—imogene bradley. junior college—jack h. howard. law—grissim h. walker. david lipscomb college, nashville (8; ch of christ ; coed; qr; iif; 1,184). ","dean of men—bro. h. dominic. cumberland university, lebanon (law; p; coed; qr; vg;? 219). "
pres.—burgin e. dossett. ,"east tennessee state college, johnson city (s, ted; st; coed; qr; iiij; 4,363). "
"pres.—stephen j. wright. dean—george n. redd. compt.—isaiah t. creswell. reg.—james r. smothers, jr. lib.—arna bontemps. dean of students—anne s. chea- tham. summer session—vivian w. hen- derson. ","fisk university, nashville 8 (s, mus; p; coed; sem; iilie; 763). "
pres.—l. c. johnson. dean—charles a. thigpen. treas.—e. bayless mcdonald. reg.—robert e. picirilli. ,"free will baptist bible college, 3609 richland ave., nashville 5 (bi; f will bapt; coed; sem; iig; 155). "
"(s; p; coed; sem; if; 455). pres.—h. a. dixon. dean-reg.— fe. claude gardner. bus. mgr.—harry campbell. lib.—margaret rainey. summer session—e. claude gard- ner. george peabody college for teachers, nashville 5 (s, lib, mus, nur, ted; p; coed; qr; ivf; 1,832). pres.—henry h. hill. dean of instr.—felix c. robb. dean of admin.—w. c. jones. dir. of bus. and finan.—h. f. clark. lib.— james isaac copeland. dir. student activities—ida long rogers. ","freed-hardeman college, henderson "
pres.—horace n. barker. dean-reg.—james h. amburgey. ,"hiwassee college, madisonville (s; meth;,coed; qr; ic; 321). "
pres.—r. t. l. liston. ,sem; iib; 807). 
pres.—james a. colston. ,presb; coed; sem; iie; 6138). 
pres.—luther l. gobbel. ,coed; sem; iie; 518). 
"lane college, jackson (#8; coed; qr; ile; 409). pres.—c. a. kirkendoll. dean-reg.—george l. thacker. treas.-bus. mgr.—s. h. bronough. lib.—mrs. c. d. hewitt. dean of men—p. e. stewart, jr. dean of wo.—marie m. penn. summer session — george l. thacker. lee college, cleveland (bi; ch of god; coed; sem; ic; 279). pres.—r. l. pratt. dean—j. h. walker, jr. acct.—marvin golden. reg.—r. h. gause, jr. le moyne college, memphis 6 (s; ama; coed; sem; iie; 576). pres.—hollis f. price. dean—floyd l. bass. bus. mgr.—o. l. brandon. reg.—margaret b. mcwilliams. lib.—mae isom fitzgerald. summer session—margaret mewil- liams. lincoln memorial university, harro- gate (s; p; coed; qr; iie; 487). pres.—robert c. provine. dean-compt.—h. y. livesay. ree.—mrs. h. t. ramsey. lib.—rudolph b. clark. ",lib.—katharine clement. 
pres.—w. c. sandborn. ,p; coed; qr; iif; 208). 
"born. martin college, pulaski (s; meth; coed; qr; if; 198). pres.—j. fort fowler. dean—j. marlin barker. bus. mgr.—e. g. boyd. reg.—john w. white, jr. maryville college, maryville (s, mus; presb; coed; sem; iie; 728). pres.—ralph waldo lloyd. dean—f rank deloss mcclelland. treas.—d. frank layman. reg.— viola m. lightfoot. lib.—virginia turrentine. dean of men—arthur s. bushing. dean of wo.—e. frances massey. meharry medical college, 1005 18th ave. n., nashville 8 (dent, dh, med, mt, nur; p; coed; qr; iiig; 458). pres.—harold d. west. treas.—grady w. huffman. lib.—jean e. cazort. *dentistry—william h. allen. *“medicine—daniel t. rolfe. nursing—laurie m. gunter. memphis college of music. see south- western at memphis. memphis state university, memphis 11 (s, ted; st: coed; sem; iiij; oo, 122% pres.—c. c. humphreys. dean—r. m. robison. bursar—lamar newport. reg.—r. p. clark. lib.—e. l. brown. dean of wo.—flora rawls. arts and sciences—w. p. carson. bus. admin.—edward i. crawford. education—heber e. rumble. graduate—john w. richardson, jy. summer session—regular staff. middle tennessee state college, mur- freesboro (s, ted; st; coed; qr; iiie; 2,499). pres.—quill e. cope. dean of instr.—howard kirksey. bursar—j. w. jackson. dean of admis.—n. c. beasley. ",dean of students—james zeigler. summer session—william sand- 
pres.—elmer p. gibson. ,meth; coed; sem; if; 194). 
"owen college, p.o. box 2653, memphis (s; bapt; coed; sem; ic; 197). pres.—charles l. dinkins. dean-reg.—thomas i. willard. bus. mgr.—leotis peterman. ",bus. mgr.—john t. williams. 
pres.—d. d. holt. academic dean—john w. johanna- ber. bus. mgr.—s. l. parks. admis.—betty jo vaughan. summer session—john w. johan- naber. ,"scarritt college for christian workers, 1008 19th ave. 8., nashville 5 (§; meth: coed; qr; iiib; 115). "
pres.—sister clarita. dean—sister sheila. bursar—nsister agnes. reg.—sister m. jamesetta. lib.—sister esther marie. dean of wo.—sister m. edna. ,"siena college, memphis 17 (s; p; wo; sem; iie; 305). "
,"tennessee agricultural and industrial state university, nashville 8 (s, ted; st; coed; qr; iiij; 3,251). "
"pres.—everett derryberry. dean—j. a. barksdale. reg.—altie h. smith. bursar—t. w. kittrell. lib.—c. p. snelgrove. dean of men—malcolm quillen. dean of wo.—annie white marshall. agriculture and home econ.—w. j. huddleston, maragaret johnson. arts and sciences—g. b. penne- baker. bus. admin.—louis johnson, jr. education—t. j. farr. engineering—j. m. henderson. graduate—j. a. barksdale. summer session—everett derry- berry. ","tennessee polytechnic institute, cookeville (s, chem, ted; st; coed; qr; irk: 2.1429). "
pres.—ralph w. mohney. ,"tennessee wesleyan college, athens (s; meth; coed; qr; iif; 612). "
pres.—a. b. mackey. ,"trevecca nazarene college, nashville 4 (—; naz; coed; qr; ile; 455). "
coed; sem; iib; 358). pres.—raymond c. rankin. dean—m. l. story. ,"tusculum college, greeneville (s; p; "
coed ; sem; iie; 778). pres.—warren f. jones. ,"union university, jackson (8; 8 bapt; "
pres.—leroy a. martin. ,"university of chattanooga, chatta- nooga 3 (s, mus; p; coed; sem; iiij; 2,174). "
"pres.—edward mccrady. dean of admin.—gaston swindell bruton. treas.—douglas l. vaughan. reg.—mrs. r. g. dudney. dir. of admis.—john b. ransom, iti. lib.—john i. h. hodges. dean of men—john maurice webb. arts and sciences—robert samuel lancaster. theology—george m. alexander. graduate theol.—massey h. shep- herd, jr. ","university of the south, sewanee (s, chem, theol; pe; men; sem; iiij; 681). "
,"university of tennessee, knoxville (s, bus, chem, dent, dh, eng, jour, law, med, mt, nur, phar, sw, ted, xt; st; coed; qr; ivk; 15,944). "
"abilene christian college, abilene (8s; p; coed; sem; iie; 2,463). pres.—don h. morris. dean—walter h. adams. bursar—lawrence l. smith. reg.—ken rasco. lib.—callie faye milliken. dean of students—g. v. beauchamp. graduate—fred j. barton. summer session—rex p. kykker. agricultural and mechanical college of texas. see texas agricultural and mechanical college system. allen academy, bryan (—; p; coed; sem; ib; 90). pres.—n. b. allen, jr. dean—h. brownlee. bus. mgr.—thomas f. wallis. alvin junior college, alvin (s; dist; coed ; sem; ic; 407). pres.—a. b. templeton. dean—w. h. meyers. reg.—neal m. nelson. amarillo college, amarillo (s ; c; coed ; sem; if; 1,489). pres.—albert boynton martin. ","education directory, 1960-61 "
"dean—joseph b. davis. bus. mgr.—philip r. swartz. reg.—j. fred balderston. lib.—j onnie rowan. dean of men—ray small. dean of wo.—doris-gale crownover. evening school—hardy e. stevens. arlington state college. see texas agricultural and mechanical col- lege system. austin college, sherman (s; s presb; coed; sem; iiie; 883). pres.—john dean moseley. dean—leo l, nussbaum. bus. mgr.—t. ellis lockhart, jr. reg.—j. forrest bryant. lib.—dorothy w. head. dean of students—ralph g. hester. assoc. dean of students—virginia h. love. summer session—garmon b. smith. austin presbyterian theological semi- nary, austin 5 (theol; presb; men; sem; iiig; 150). pres.—david l. stitt. dean—john f. jansen. bus. mgr.—john w. smiley. reg.—james w. mosley. ",higher education—-texas 
pres.—william r. white. ,"dent, dh, law, med, mt, mus, pt, xt; s bapt; coed; sem; ivk; 5,761). "
,pres.—william r. white. 
,exec. vice pres.—abner v. mccall. 
"pres.—m. k. curry, jr. ","bishop college, marshall (48; bapt; coed; sem; iie; 558). "
"brite college of the bible. christian university. butler college, tyler (—; bapt; coed; sem; iij; 204). pres.—l. fernandez hardee. dean—a. l. tolson. bursar—james mosley. reg.—martha branch hunter. theology—john h. williams. summer session—john h. wil- liams. cisco junior college, cisco (s; dist; coed ; sem ; if; 387). pres.—g. c. hogue. dean—e. w. mince. reg.—c. e. parker. summer session—e. w. mince. ","blinn college, brenham (s$; dist; coed; sem; ic; 404). pres. = ames h. atkinson. dean-reg.— henry j. boehm. lib.—clara hamblen. "
"clarendon junior college, clarendon (—; dist; coed; sem; ib; 140). pres.—james r. cox. dean—oliver j. abel. ","brite college of the bible. christian university. butler college, tyler (—; bapt; coed; sem; iij; 204). pres.—l. fernandez hardee. dean—a. l. tolson. bursar—james mosley. reg.—martha branch hunter. theology—john h. williams. summer session—john h. wil- liams. cisco junior college, cisco (s; dist; coed ; sem ; if; 387). pres.—g. c. hogue. dean—e. w. mince. reg.—c. e. parker. summer session—e. w. mince. "
pres.—john f. walvoord. ,"graduate school of theology, dal- las (—; p; men; sem; ivg; 308). "
"mus; c; coed; sem; ic; 2,072). pres.—e. l. harvin. dean—grady st. clair. ","del mar college, corpus christi (s, "
pres.—john a. hakey. ,"de mazenod scholasticate, 285 oblate drive, san antonio 12 (—; rc; men: gr; my; 53). "
(s; s bapt; coed; sem; iie; 537). pres.—h. d. bruce. dean of college—george thompson. bus. mgr.—howard c. bennett. reg.—margaret j. fromm. lib.—leland corey. dean of students—waller m. eth- ridge. ,"east texas baptist college, marshall "
pres.—orval pirtle. ,"ham. henderson county junior college, athens (s; co; coed; sem; ia; 423). "
pres.—w. a. hunt. ,spring (s; co; coed; sem; ie; 663). 
asst. to pres.—marvin l. ses ,dean—ben f. johnson. 
pres.—john j. seabrook. ,p; coed; sem; iie; 486). 
"lins. incarnate word college, san antonio 9 s, mus, nur, ted; rc; wo; sem; iile; 937). pres.—s. thomas greenburg. dean—nsister m. clement. treas.—sister m. teresa. reg.—sister m. antoninus. lib.—sister m. raphael. graduate—norman c. mohn. summer session—sister m. colum- kille. ",g. 
pres.—douglas l. laird. bus. mgr.—leland callaway. dean-reg.—c. e. banks. ,"jacksonville college, jacksonville (—; bapt; coed; sem; if; 103). "
pres.—cleo w. blackburn. ,"jarvis christian college, hawkins (is; dise of christ; coed; sem; td 5279) "
pres.—cruce stark. dean—randolph watson. ,"kilgore college, kilgore (s; dist; coed ; sem; ic; 1,242). "
pres.—f. l. mcdonald. ,"lamar state college of technology, beaumont (s, eng; dist; coed; sem; iik; 4,725). "
pres.—w. j. adkins. ,coed ; sem; ic; 736). 
"pres.—george h,. gentry. ","sem; if; 1,349). "
pres.—r. g. letourneau. ,"texas, longview (—; p; men; sem; iih; 423). "
pres.—samuel i. goltermann. ,"ave., austin (—; luth; coed; sem; ib; 182). "
"mary allen college, crockett (—;3 bapt; coed; sem; ic; 92). pres.—jodie c. sanford. dean-reg.— mrs. b. d. smith. ",bus. mgr.—norman egelhoff. 
"pres.—arthur tyson. dean—a. a. hyden. bus. mgr.—thomas dannelley. reg.—harriett moody. lib.— maude cook. dean of wo.—gladys t. sanders. music studios, temple—louis a galanffy. fort hood branch, killeen—a, a. hyden. summer session—a. a. hyden. ","mary hardin-baylor college, belton (s, mus; s bapt; wo; sem; ile; 691). "
pres.—travis a. white. ,sciences—edwin §. 
"co; coed; sem; ie; 579), pres.—ben w. jones. dean-reg.—gaston t. gooch. lib.—odis kindle. ","navarro junior college, corsicana (s; "
,"north texas state college, denton (s, "
"sem; ic; 1,585). pres.—jack rodgers. deans—nathan a. ivey (day), m. m. plexco, jr. (evening). bus. mgr.—c. a. roberson. dean, admis.—luis m. morton, jr. lib.—madeline berry. couns.—helen corley. summer session—luis m. morton, ","odessa college, odessa (s; dist; coed; "
"antonio 7 (s, mus, sw, ted; rc; wo; sem; iiij; 713). pres.—john l. mcmahon. ","jr: our lady of the lake college, san "
,"pan american college, edinburg (s; "
thage (—; co; coed; sem; ic; 290). pres.-bus. mgr.— marvin p. baker. dean-reg.—w. travis williamson. lib.—marye jo smith. ,"student life cord.—ralph morgan. summer session—h. a. hodges. panola county junior college, car- "
pres.—j. r. mclemore. ,"paris junior college, paris (s; c; coed; sem; if; 522). "
(—; ame; coed; sem; iif; 303). pres.—john h. adams. dean—henry l. burks. bus. mgr.—s. h. harris. reg.—marguerite stanley bennett. lib.—d. p. harris. dean of students—dolly j. adams. summer session—henry l. burks. ,"paul quinn college, 1020 elm st., waco "
"pres.—theodore nicksick, jr. dean—harold w. little, acting. bus. off.—lanita walton. reg.—nina ikeler, acting. lib.—marjorie theberge. ","ranger junior college, ranger (—; c; coed; sem; ic; 217). "
pres.—w. v. houston. ,"rice university, houston 1 (s, tarch, chem, eng; p; coed; sem; ivj; 1-983 ). "
"sacred heart dominican college, 2401 holcombe blvyd., houston (8s; rc; wo; sem; 11le; 447). pres.—nsister m. antoinette. dean—nister m. anita. treas.—sister m. francis. reg.—sister m. joanna. lib.—sister m. david. ",1960-61 
pres.—brother raymond fleck. ,"st. edward’s university, austin (s; rc; men; sem; iie; 487). "
pres.—walter j. buehler. dean—james a. young. bus. mgr.—gerald j. schnepp. reg.—thomas j. treadaway. lib.—paul novosal. dean of men—henry ringkamp. law—ernest a. raba. bus. admin.—george b. kohnen. graduate—l. h. mai. summer session—thomas j. tread- ,"st. mary’s university of san antonio, san antonio 1 (s, law; rc; coed; sem; iitj; 1,992). "
"away. st. philip’s college, san antonio 3 (s; dist; coed; sem; ic; 876). pres.—wayland p. moody. dean.-reg.—c. w. norris. asst. compt.—s. j. davis. lib.—julia h. tayldr. evening school—leonidas watson. sam houston state teachers college, huntsville (s, ted; st; coed; sem; tile; 4,002). pres.—harmon lowman. dean—w. e. lowry. bus. mgr.—d. c. holleman. reg.—reed lindsey. lib.—b. p. simons. dean of men—w. t. creager. dean of wo.—velma mcdermett. graduate—w. e. lowry. san angelo college, san angelo (8; c; coed; sem; ic; 998).   pres.—raymond m. cavness. dean—harmon l. lowman, jr. bus. mgr.—d. n. peterson. lib.—ruth gray. dean of students—john rascoe. dean of wo.—ruby cox. evening—jack w. hudgins, jr. san antonio college, san antonio 12 (s; dist; coed; sem; ic; 5,235). pres.—wayland p. moody. dean—clyde r. nail. compt.—vernon v. labauve. reg.—jerome weynand. lib.—j. o. wallace. ",pres.—walter j. buehler. dean—james a. young. bus. mgr.—gerald j. schnepp. reg.—thomas j. treadaway. lib.—paul novosal. dean of men—henry ringkamp. law—ernest a. raba. bus. admin.—george b. kohnen. graduate—l. h. mai. summer session—thomas j. tread- 
"dean of men—wame j. hallmark. dean of wo.—lois g. morrison. evening school—edwin keasler. _ schreiner institute, kerrville (s; t presb; men; sem; ie; 157). | pres.—andrew edington. ","southwestern baptist theological seminary, seminary hill station, "
co; coed; sem; if; 437). pres.—thomas m. spencer. dean—clyde lee prestwood. reg.—nathan f. tubb. ,"south plains college, levelland (—; "
pres.—willis m. tate. ,"southern methodist university, dallas 5 (8s, bus, chem, eng, law, mus, ted, theol; meth; coed; sem; ivk; 7,680). "
,pres.—willis m. tate. 
,vice pres.-prov.—hemphill m. hos- ford. 
pres.—sterling h. fly. ,"southwest texas junior college, uvalde (—; dist; coed; sem; if; » i635). "
pres.—john g. flowers. ,"southwest texas state college, san marcos (8s, ted; st; coed; sem; iiif; 2,434). "
pres.—robert ernest nayldr. ,"fort worth 15 (rel, theol; s bapt; coed ; sem; ivg; 1,961). "
"hachie (bi; assem of god; coed; sem; iih; 379). pres.—klaude kendrick. dean—carl callihan. bus. mgr.—t. m. annear, reg.—joseph m. gutel. lib.—pearl ellis. dean of men— dean of wo.—eva kelley. ","southwestern bible institute, waxa- "
(s; sda; coed; sem; if; 198). pres.—lawrence g. scales. dean—george thomson. ,"southwestern junior college, keene "
"(s, mus; meth; coed; sem; iij; 633). pres.—william c. finch. dean—myron f. wicke. bus. mgr.—i. j. mccook. reg.—pearl a. neas. lib.—mildred gervasi. dean of men—john v. berglund. dean of wo.—ruth ferguson. fine arts—john d. richards. ","southwestern university, georgetown "
"st; coed; sem; iiie; 1,080). pres.—bryan wildenthal. dean of college—bevington reed. bus. mgr.—jack stovell. reg.—robert decker. ","sul ross state college, iaeaite (s, ted; "
"lib.—w. w. baxley. dean of men—m. j. mjolsness. dean of wo.—laurene lighthouse. tarleton state college. see texas ag- ricultural and mechanical college system. temple junior college, temple (s; c; coed; sem; ic; 381 pres.-bus. mgr.—hubert m. dawson. dean-reg.—johnny 8s. payne. bursar—elaine henley. lib.—rose ann brasher. dean of wo.—mozella arnold. ",168 
pres.—w. h. hinton. ,"coed; sem; ic; 1,090). "
pres.—earl rudder. ,"agricultural and mechanical college of texas, college station (s, arch, chem, eng, jour, vet; st; men; sem; ivk; 7,076). "
pres.—j. r. woolf. ,"arlington state college, arlington (s, tech; st; coed; sem; ic;* 6,528). "
"pres.—e. b. evans. dean—j. m. drew. bus. mgr.—h. d. murdock. reg.—l. c. mcmillan. lib.—o. j. baker. dir. of student life—h. e. fuller. graduate—j. m. drew. summer session—j. m. drew. tarleton state college, stephenville (s; st; coed; sem; ic; 1,013). | pres.—e. j. howell. dean—paul a. cunyus. ","prairie view agricultural and me- chanical college, prairie view (s, ted; st; coed; sem; iiif; 2,566). "
"bus. mgr.—r. gerald fanning. reg.-dean of students—stuart chil- ton. lib.—bonnie m. mcgehee, acting. summer session—ke. j. howell. texas christian university, fort worth 29 (s, chem, mus, nur, theol; chris; coed; sem; ivk; 6,264). chanc.—m. e. sadler. pres.—d. ray lindley. bus. mgr.-treas.—l. c. white. reg.—calvin a. cumbie. | ","pres.—e. b. evans. dean—j. m. drew. bus. mgr.—h. d. murdock. reg.—l. c. mcmillan. lib.—o. j. baker. dir. of student life—h. e. fuller. graduate—j. m. drew. summer session—j. m. drew. tarleton state college, stephenville (s; st; coed; sem; ic; 1,013). | pres.—e. j. howell. dean—paul a. cunyus. "
"business—ikke h. harrison. nursing—lucy harris. brite college of the bible—elmer d. henson. evening college—c. k. holsapple. graduate—james m. moudy. summer session—jerome moore. texas college, tyler ({s; cme; coed; sein; iie; 390). pres.—dominion r. glass. dean—allen c. hancock. bus. mgr.—c. g. mcdaniel, jr. reg.—e. b. long. lib.— leroy thompson. couns. of wo.—mae e. wright. summer session—allen c. hancock. texas college of arts and industries, kingsville (s, ted; st; coed; sem; tiik omst): pres.—ernest h. poteet. dean—j. c. jernigan. bus. mgr.—james h. colvin. | reg.-dir. admis.—george w. mccul- ley. ; lib.—ned c. morris, acting. : dir. student pers. serv.—j. p. schnit- . zen. dean of men—j. he. turner. ‘ dean of wo.—carrie lee bishop. agriculture—j. w. howe. arts and sciences—s. boyd stew- art. ",students—laurence c. 
"(s, law, phar, ted; st; coed; sem; ij; 3703 2d_ pres.—samuel m. nabrit. bus. mgr.—augustus l. palmer. reg.—wm. h. bell. lib.— hubert e. davis. dean of students—ina a. bolton. arts and sciences—h. h. hart- shorn. business—milton wilson. vocational-indus. ed.—b. a. turn- er. law—kenneth s8. tollett, acting. pharmacy—edward j. eugere. graduate—joseph a. pierce. summer session—joseph a. pierce. ","texas southern university, houston "
,"dean of wo.—sally lindaberry. texas technological college, lubbock "
,"(s, arch, bus, chem, eng, mus; st; coed; sem; ivk; 8,866). pres.-vice pres.—r. c. goodwin, "
pres.—law sone. ,"(s, mus; meth; coed; sem; iilie; 1,190). "
pres.—john a. guinn. ,"denton (s, chem, jour, lib. f{mus, nur, ot; st; wo; sem; ivk; 2,482). "
pres.—_james woodin laurie. ,"trinity university, san antonio 12 (s, ted; presb; coed; sem; iiie; 1,671). "
"coed ; sem; ie; 1,707). pres.—h. e. jenkins. dean—edward m. potter. bus. mgr.—r. h. barrett. reg.—edwin fowler. lib.—evelyn mcmanus. dean of wo.— elizabeth bryarly. tyler district college—e. b. long. summer session—edward potter. ","tyler junior college, tyler (s; c; "
pres.—w. a. miller. ,"christi (—; s bapt; coed; sem; iles, 832). "
pres.—robert morris. ,dallas 21 (—; rc; coed; sem; ile; 454). 
pres.—clanton w. williams. ,chanc.—a. d. bruce. 
,pres.—clanton w. williams. 
,vice pres.-dean of faculties—philip g. hoffman. 
,vice pres.-bus. mgr.—c. f. mcelhin- 
"istrative officers). texas western college, el paso (s, eng; st; coed; sem; iiij; 3,752). pres.—joseph m. ray. bus. mgr.— : reg.—j. m. whitaker. lib.—baxter polk. dean of men—george c. mccarty. dean of wo.—louise resley. arts and sciences—a. h. berk- man. ",postgraduate medicine ton)—grant tayldr. graduate—w. g. whaley. summer session—(regular admin- 
coed ; sem; ic; 829). pres.—j. d. moore. dean—john w. stormont. bus. mgr.—harold j. nichols. reg.—leona jones. lib.—lois parker rowland. evening school—roland e. bing. summer session—john w. stor- mont. ,engineering—eugene m. thomas. graduate—c. l. sonnichsen. victoria (8.3; c.; 
(s; 8s bapt; coed; sem; iie; 575). pres.—a. hope owen. dean—cecil cosper. bus. mgr.—h. l. mitchusson. reg.—audrey boles. lib.—florrie conway. dean of students—maurice j. sharp. ,"wayland baptist college, plainview "
dist ; coed; sem; if; 309). pres.—vernon d. parrott. dean-reg.— william 8. mcclung. bursar—leuna dahlenburg. lib.—catherine chapman. ,"weatherford college, weatherford (8s; "
"summer session—james p. cor- nette. wharton county junior college, whar- ton (s; co; coed; sem; ic; 940). pres.—j. m. hodges. reg.—merle debona. lib.— wanda sivells. wiley college, marshall (s; meth; coed; sem; ile; 5388). pres.—t. w. cole, sr. dean—g. t. ridgel. reg.—g. h. chandler. bus. mgr.—james frazier, jr. lib.—gertrude h. mason. pers. dir.—jerome e. bartow, sr. dean of wo.—mrs. c. h. hollis. summer session—g. t. ridgel. ",higher education—utah 171 
pres.—ernest l. wilkinson. ,"brigham young university, provo (nw, chem, fmus, nur, ted; lds; coed ; sem; ivk; 10,265). "
,pres.—ernest l. wilkinson. 
,vice pres. (student relations )—har- vey l. tayldr. 
"utah. college of st. mary-of-the-wasatch, salt lake city (—; rc; wo; sem; die eal iy pres.—sister mary hildegardis. dean—sister miriam ann. bus. off.—sister marie coronata. reg.—sister m. bethania. ",graduate—wesley p. lloyd. summer session—dean a. peterson. carbon college. see university of 
pres.—arthur f. bruhn. bus. off—mathew m. bentley. reg.—b. glen smith. ,"dixie junior college, st. george (nw; st; coed; qr; ic; 272). "
"east, salt lake city (jcb; prop; coed ; qr; ia; 412). pres.—i. w. stevens. dean—donald e. matthews. bus. mgr.—theron a. king. reg.-admis.—jack m. stevens. lib.—robert divett. ","stevens henager college, 350 s. 7th "
,"university of utah, salt lake city 1 "
,ley. utah state university of agriculture 
pres.—william p. miller. ,"summer session—lee grande noble. weber college, ogden (nw; st; coed; qr; ie; 2,418). "
"pres.—frank e. duddy, jr. ","westminster college, salt lake city 5 (nw ; interdenom ; coed; sem; iie; 399). "
,"pres.—frank e. duddy, jr. "
pres.—william c. fels. ,p; wo; sem; iib; 365). 
"green mountain college, poultney (e. ; meth; wo; qr; ic; 107). pres.—raymond a. withey. dean of faculty—andrew vargish. bus. ngr.—frank h. stanbrough. reg.—calista k. white. adinis. off.—william a. berry. ","champlain college, burlington (jcb; prop; coed; sem; ia; 200). pres.-bus. off.—c. bader brouilette. dean—walter nardelli. admis.—h. dean pearl. reg.—doris v. braine. goddard college, plainfield (e; p; coed ; sem; iie; 121). pres.—royce s. pitkin. dean of admin.—forest k. davis. bus. mgr.—a. r. elliott, jr. dir. of admis. and records—john hall. "
coed; sem; iiib; 56). pres.—thomas b. ragle. dean—roland w. boyden. bus. mgr.—howard t. aplin. reg.—ramona cutting. ,"marlboro college, marlboro (—; p.; "
,"middlebury college, middlebury (5, "
pres.—morris r. mitchell. ,"education, putney (—; p; coed; sem; iiid; 14). "
st; coed; sem; iid; 380). pres.—richard j. dundas. dean-reg.—florence a. black. lib.—raymond l. mullin. ,"state teachers college, castleton (—; "
st; coed; sem; iid; 185). pres.—odino a. martinetti. dean—william d. may. reg.—freda v. hebb. ,"state teachers college, johnson (—;3 "
wo; sem; iie; 281). pres.—sister mary claver. ,"trinity college, burlington (e; rc; "
pres.—john t. fey. ,"university of vermont and state ag- ricultural college, burlington (fe, chem, dh, eng, med, mt, nur, ted; st; coed; sem; ivk; 3,247). "
"lips. vermont agricultural and technical institute, randolph center (—; st; men; qr; ia; 76). dir.—richmond a. young. academic off.—angus a. murray. bookkeeper—beatrice r. jewett. reg.-admis. off—charlene a. tibbits. vermont college, montpelier (e; p; wo; sem; ic; 346). pres.—ralph e. noble. dean—wendell o. harding. asst. to pres.—e. miles prentice. sec. of admis.—rebecca mcleod. lib.—emily-mae thomas. dean of students—pauline r. tomp- ","medicine—george a. wolf, jr. agriculture—paul r. miller. technology—edd r. mckee. education and nursing—t. c. king. graduate—c. e. braun. summer session—raymond v. phil- "
"kins. windham college, putney (—; p; coed; sem - ity 135). pres.—walter hendricks. bus. mgr.—warren gingras. reg.—eleanor m. shanahan. ","lips. vermont agricultural and technical institute, randolph center (—; st; men; qr; ia; 76). dir.—richmond a. young. academic off.—angus a. murray. bookkeeper—beatrice r. jewett. reg.-admis. off—charlene a. tibbits. vermont college, montpelier (e; p; wo; sem; ic; 346). pres.—ralph e. noble. dean—wendell o. harding. asst. to pres.—e. miles prentice. sec. of admis.—rebecca mcleod. lib.—emily-mae thomas. dean of students—pauline r. tomp- "
pres.—chas. l. harman. dean—primitivo delgado. ,"bluefield college, bluefield (s; s bapt; coed ; sem; if; 259). "
breth; coed; sem; iie; 554). pres.—warren d. bowman. dean—john w. boitnott. treas.—lowell a. miller. lib.—agnes v. kline. ,"bridgewater college, bridgewater (s; "
pres.—davis y. paschall. ,"liamsburg (s, chem, law; st; coed; sem; iiij; 9,025). "
"burg (s; menon; coed; sem; iie; 485). pres.—john r. mumaw. dean—ira e. miller. bus. mgr.—clayton s. berkey. reg.—laban peachey. admis. couns.—hmanuel martin, jr. lib.—sadie hartzler. dean of men—ik. lester brubaker. dean of wo.—evelyn king. summer session—ira eh. miller. ","eastern mennonite college, harrison- "
"meth: coed; sem; iif; 694). pres.—earl1 g. hunt, jr. dean—v. s. armbrister. treas.—t. l. porterfield. reg.—edgar bingham. lib.—helen power. ","emory and henry college, emory (8; "
