president names,schools
st; coed; sem; iid; 351). pres.—william e. henry. dean—c. l. spellman. reg.—lucinda d. jackson. lib.—lillian m. gary. ,"state teachers college, bowie (—-; "
pres.—r. bowen hardesty. dean—ivan c. diehl. ,"state teachers college, frostburg (m, ted; st; coed; sem; iiid; 798). "
pres.—earle t. hawkins. ,"state teachers college at towson, baltimore 4 (m, ted; st; coed; sem; iiie; 1,483). "
pres.—theodore halbert wilson. ,"university of baltimore, baltimore 1 (—; p; coed; sem; iiij; 3,046). "
pres.—wilson h. elkins. ,"(m, bus, chem, dent, eng, law, med, nur, phar, pt, ted, xt; st; coed; sem; ivk; 19,297). "
,pres.—wilson h. elkins. 
,exee. vice pres.—a. o. kuhn. 
"summer session—orvil l. ulry. baltimore campus: law—roger howell. medicine—william s. stone. dentistry—myron s. aisenberg. pharmacy—noel e. foss. nursing—f lorence m. gipe. maryland state college, division of the university of maryland at princess anne (m; coed; sem; ite): pres.—john t. williams. dean—james singletary. dir. of admis.—violet j. wood. lib.—olie a. carpenter. dean of men—francis h. harris. dean of wo.—edith i. gibbs. ",univ. college—ray <a. ehrens- berger. graduate—ronald bamford. 
stevenson (—; rc 104). pres.—sister mary patrick. bus. off.—sister mary charles. reg.—sister mary ellen. ,"villa julie college, inc., valley road, "
p; coed; sem; ile; 441). pres. —daniel z. gibson. dean—robert kirkwood. treas.—fred w. dumschott. reg.—ermon n. foster. ,"washington college, chestertown (m; "
pres.—edward j. sponga. ,woodstock (m; rc; men; sem; ivj; 247). 
pres.—brother nilus. ,"new hampshire ave., silver spring (m; rc; men; sem; ie; 42). "
pres.—john f. hines. ,"american international college, springfield 9 (e; p; coed; sem; iilf; 1,605). "
pres.—calvin h. plimpton. ,"amherst college, amherst (e, chem; p; men; sem; iiib; 996). "
pres.—herbert gezork. ,"andover newton theological school, newton center (theol; bapt-cong; coed; sem; iiig; 252). "
pres.—sister irene marie. ,"anna maria college for women, pax- ton (e; rc; wo; sem; ile; 350). "
pres.—armand h. desautels. ,"assumption college, 500 salisbury st., worcester (e; rc; men; sem; iiij; 384). "
pres.—r. l. reynolds. ,"atlantic union college, south lancas- ter (e; sda; coed; sem; iij; 475). "
pres.—gordon m. trim. ,"babson institute of business admin- istration, babson park (hb; p; mens gr: i1le.5645). "
pres.—warren c. lane. ,me alae: (jcb; p; coed; sem; ia; 
,pres.—warren c. lane. 
pres.—ariel c. ainsworth. ,"stock- bridge road, lenox (bi; ad chris; cced; sem; iig; 72). "
,"boston college, chestnut hill 67 (bh, "
pres.—harold c. case. ,"chem, jour, law, med, mus, nur, pt, sw, ted, theol; p; coed; sem; ivk; 19,053): "
,higher education—-massachusetts 
"pres.—william j. holland. treas.—lorraine b. palmer. reg.—samuel a. stone. lib.—helen eaton. summer session—rudolph l. la- vault. bradford junior college, bradford (e; p; wo; sem; ib; 320). pres.—dorothy m. bell. dean—louis menand, iti. asst. treas.—muriel a. landau. dir. of admis.—earle c. batchelder. reg.—greta s. poore. lib.—christopher legge. dean of residence—florence fessen- den. ","vice pres. (academic affairs)—lewis | brandeis university, "
pres.—abram leon sachar. ,"waltham (e, chem; p; coed; sem; ivj; 1,466). "
pres.—c. fred burdett. ,"burdett college, 160 beacon st., boston 16 (jcb; prop; coed; sem; li; 4384). "
,pres.—c. fred burdett. 
pres.—irving t. richards. ,ed. vice pres.—charles l. sewall. 
pres.—sister m. verda clare. ,"cardinal cushing college, 150 fisher ave., brookline 46 (—; rc; wo; sem; iif; 187). "
pres. —howard b. jefferson. ,"clark university, worcester (e, chem ; bp vceeds seni, lv 35) 1,650). "
pres.—william a. donaghy. ,"college of the holy cross, worcester 10 (e, chem; rc; men; sem; iiib; 1,833). "
pres.—sister rose william. ,"college of our lady of the elms, chicopee (e; rc; wo; sem; ile; 738). "
pres.—mother mary catalina. dean—sister mary tarcisius. treas.—sister mary anna mildred. reg.—sister mary elizavetta. lib.—sister mary joe. summer session—sister mary tar- cisius. ,"college of saint joseph, the, bethany road, framingham (—; rc; wo; sem; iie; 314). "
pres.-treas.—donald w. miller. reg.—e. m. miller. ,"curry college, 848 brush hill rd., milton 86 (—; p; coed; sem; iiie; 356). "
"pres.—william c. garner. dean—frank e. hobson, jr. ","dean junior college, 99 main st., franklin (e; p; coed; sem; ic; 286). "
pres.—hdward s. mann. ,"eastern nazarene college, wollaston (be; naz; coed; sem; ile; 566). "
"coed ; sem; iiif; 545). pres.—s. justus mckinley. dean—richard d. pierce. treas.—lloyd a. hathaway. reg.—clara f. fraser. dir. of admis.—harry n. nicker- son, jr. lib.—florence k. babcock. couns. (men)—john h. ahlin. couns. (wo.)—ruth southwick max- field. evening—john w. zorn. summer session—john w. zorn. ","emerson college, boston 16 (eh; p; "
wo; sem; iie; 864). pres.—sister ann bartholomew. dean—nsister marie of the trinity. treas.—sister mary melania. dir. of admis.—sister raymond loretta. reg.—sister frances gertrude. lib.—sister clare francis. ,"emmanuel college, boston (e; rc; "
p; wo; sem; if; 539). pres.—george o. bierkoe. dean of college—eleanor tupper. bursar—edward e. brindle. reg.—dorothy h. gaylord. admis. dir.—ralph c. tayldr. lib.—arthur bh. olsen. dean of wo.—ruth signdr. ,"dean of students—sister francesca. summer session—nsister mary. endicott junior college, beverly (e; "
"adhe. garland junior college, boston 15 (e; p; wo; sem; if; 196). pres.—gladys beckett jones. academic dean—f rederic b. viaux. treas.—marian e. waden, asst. reg.—dorothea doig. gordon college, beverly farms er p; coed; sem; iij; 524). pres.—j ames forrester. dean—hudson t. armerding. cont.—walter b. barry. dir., admis.—mary maxim. reg.—florence m. winsdr. lib.—lenice f. reed. ","dean of students—w. hunter perry, "
,higher education—massachusetts 
pres.—george michelson. dean—hisig silberschlag. reg.—david weinstein. ,"hebrew teachers college, 43 hawes st., brookline 46 (e; p; coed; sem; iite; 112). "
pres.—blake tewksbury. treas.—john l. arnold. lib.—frances atwood. ,"lasell junior college, auburndale 66 (e; p; wo; sem; ic; 640). "
pres.—don a. orton. ,"lesley college, cambridge (e, ted; p: wo; sem; iiid; 540). "
pres.—martin j. lydon. ,"(bk, chem, eng; st; coed; ivg; 980). "
asst. to pres.—everett v. olsen. ,dean (faculty)—melvin mark. 
pres.—robert l. bertolli. ,"massachusetts college of art, boston (e; st; coed; sem; iih; 980). "
pres.—joseph f. montminy. ,"massachusetts college of optometry, boston 15 (opt; p; coed; sem; iig; 11a)e "
pres.—julius a. stratton. ,"ogy, cambridge (e, arch, bus, chem, eng; p; coed; sem; ive; 6,224). "
,pres.—julius a. stratton. 
pres.—vincent a. mcquade. ,"merrimack college, north andover (e; rc; coed; sem; iij; 1,468). "
pres.—richard glenn gettell. ,"mount holyoke college, south hadley (eb, chem; p; wo; sem; iile; 1,470). "
pres.—john e. foster. ,"new bedford institute of technology, new bedford (—; st; coed; sem; lite: 578). "
pres.-dean—leroy c. keagle. ,"new england college of pharmacy, 70-72 mount vernon st., boston 8 (phar; p; coed; sem; ilg; 240). "
pres.—james aliferis. ,"new england conservatory of music, boston 15 (he, mus; vl; coed; sem ; m1th; 257). "
pres.—mother gabrielle husson. dean—mother mary h. quinlan. treas.—mother elizabeth sweeney. reg.—joan norton. ,"newton college of the sacred heart, 885 centre st., newton 59 (bh; rc; wo; sem; iib; 524). "
pres.—james l. conrad. dean—george f. chisholm. ,"nichols college of business adminis- tration, dudley (e; p; men; sem; ta: 7 4e5). "
pres.—richard d. pickett. ,"northampton commercial college, northampton (jeb; prop; coed; sem; ic; 217). "
,pres.—asa 8. knowles. 
,iengineering—william t. alex- ander. univ. coll. (evening)—albert ik. everett. 
pres.—sister m. alice. ,sem; iie; 678). 
"st. hyacinth college and seminary, 66 school st., granby (—; rc; men; sem; iij; 27). pres.-dean of studies—adam zajdel. treas.—theophilus kujawa. reg.—gilbert wdzieczny. ",higher education—massachusetts 
,pres.—william e. park. 
pres.—thomas c. mendenhall. ,"sw; p; wo; sem; ivj; 2,348). "
pres.—glenn a. olds. ,"springfield college, springfield (b, ted; py coeds qr; ivi: 1482). "
"graduate—seth arsenian. state college at boston, boston 15 (—; st.; coed; sem; iiid; 2,605). pres.—william f. looney. bus. mgr.—edward m. gilpatrick. reg.—james d. ryan. lib.— ellen richwagen. adviser of men—herbert g. regan. adviser of wo.—alice f. linnehan. graduate—john e. collins. summer session—thomas f. dun- gan. state college at bridgewater, bridge- ",summer session—robt. e. mark- arian. 
pres.—clement c. maxwell. ,"water (h, ted; st; coed; sem; md: 1,124). "
pres.—ralph f. weston. ,"state college at fitchburg, fitchburg (e, ted; st; coed; sem; iiid; 1,057). "
pres.—martin f. o’conndr. bus. off.—mabel e. buckley. reg.—john f. bowler. lib.—marie p. mahoney. dean of wo.—dorothy larned. ,"state college at framingham, framing- ham (kb, ted; st; wo; sem; iid; 662). "
ted; st; coed; sem; iid; 709). pres.—daniel h. o’leary. dean—john j. fisher. ,"state college at lowell, lowell (ef, "
pres.—eugene l. freel. ,"state college at north adams, north adams (be, ted; st; coed; sem; iiid; 445). "
,"university of massachusetts, amherst (h, bus, chem, eng, for, nur; st; coed; sem; ivk; 5,736). "
pres.—h. russell beatty. ,"wentworth institute, 550 huntington ave., boston 15 (tech; p; men, sem; ia; 1,261). "
"pres.—beaumont a. herman, ","western new england college, 1215 wilbraham road, springfield (—; p; coed; sem; iiig; 1,549). "
,higher education—michigan 
pres.— alexander howard meneely. dean of college—elizabeth s. may. compt.—melvin don sargent. reg.—leah m. dearden. ,"wheaton college, norton (e, chem; p; wo; sem; iib; 755). "
"chem; p; men; sem; iiib; 1,177). pres.—james p. baxter, 3rd. dean—robert r. r. brooks. treas.—charles a. foehl, jr. ","williams college, williamstown (e, "
,"worcester polytechnic institute, worcester 9 (e, chem, eng; p; men; sem; ivg; 1,097). "
coed; sem; iie; 72+). pres.—john h. dawson. dean—lewis h. brumbaugh. treas.-bus. mgr.—gordon hansen. reg.—viola miller. lib.—dorothy shipman. dean of men—john vanvalkenburg. dean of wo.—betty sanford. ,"adrian college, adrian (n; "
pres.—louis w. norris. dean—emil leffler. ,"albion college, albion (n, chem, mus, ted; meth; coed; sem; iile; 1,366). "
pres.—robert d. swanson. dean—william b. boyd. bus. mgr.—stephen meyer. reg.—molly parrish. lib.—helen maccurdy. ,"alma college, alma (n; presb; coed; sem; iie; 675). "
pres.—arthur f. bukowski. dean—sister m. mildred. treas.—sister m. robina. reg.—sister m. blandina. lib.—sister m. malachi. ,"aquinas college, grand rapids 6 (n.; rc; coed; sem; iie; 894). "
pres.—william spoelhof. ,"calvin college, grand rapids 6 (n, chem; chris ref; coed; sem; ile; z.0taye "
pres.—john h. kromminga. bus. mgr.—henry de wit. reg.—fred h. klooster. ,"calvin theological seminary, grand rapids 6 (theol; christ ref; men; sem; iiig; 118). "
pres.—judson w. foust. ,"central michigan university, mount pleasant (n, ted; st; coed; sem; ilik; 6,572). "
,pres.—judson w. foust. 
,vice pres. (academic affairs)—wil- bur e. moore. 
pres.—owen j. cleary. ,"cleary college, washtenaw ave., ypsi- lanti (—; p; coed; ar; iiig; 645). "
,pres.—owen j. cleary. 
pres.—c. g. beckwith. ,"community college and technical in- stitute, 750 britain ave., benton harbor (—; c; coed; sem; ic; 600). "
pres.—zoltan sepeshy. ,"cranbrook academy of art, bloomfield hills (n; p; coed; sem; iiig; 115). "
pres.—roy l. aldrich. ,"detroit bible college 17370 meyers rd., detroit 35 (bi; p; coed; sem; 1woie aye "
"pres.—john j. danhof. dean—a. j. thomas, acting. sec.—w. ralph hileman. detroit institute of musical art, de- a 2 (mus; p; coed; sem; ilg; bide pres.— willoughby d. boughton. dean-sec.—alle d. zuidema. treas.-bus. mgr.—mabel r. fisher. reg.—william h. b. rees. ","detroit college of law, 130 e. eliza- beth st., detroit 1 (law; p; coed; sem; iig; 588). "
"pres._-dewey fi, barich. dean (admis.)—tracy b. nabers. bus. mgr.—louis a. rubino. reg.—helen karalash. lib.—kenneth raymond. engineering—a. t. liu. bus. admin.— arts and science—peter j. turano. ","detroit institute of technology, ce east adams, detroit 26 (—; p; men, wo; sem; iij; 2,685). "
pres.—eugene b. elliott. ,"duns scotus college, nine mile at evergreen, detroit 41 (—; rc; men; sem; iib; 54). "
,pres.—eugene b. elliott. 
pres.—f. o. rittenhouse. ,"emmanuel missionary college, ber- rien springs (n; sda; coed; sem; iie; 922). "
,"ferris institute, big rapids (n, phar; "
"prop; men; sem; iig; 2,549). pres.—harold p. rodes. admin. asst. (faculty )—c. a. brown. asst. compt.—cc. j. clarkson. admin. asst. (records)—h. b. baker. reg.—r. h. bechtold. lib.—mary e. buckley. ","general motors institute, flint (—;3 "
pres.-bus. off.—vw. wilbert welch. dean of ed.—leon j. wood. reg.—bonnie l. matthews. ,"grand rapids baptist theological seminary and bible institute, 811 wealthy st. se., grand rapids 6 (—; bapt; coed; sem; iii; 148). "
"summer session—g. o. withey. hillsdale college, hillsdale (n.; p.; coed; sem; iie; 688). pres.—j. donald phillips. academic dean—nalichael ",dean—grant o. withey. bus. off.—carl robinson. reg.—dorothy oswalt. admis.—paul jones. lib.— jean ebre. guid.—evelyn jones. 
"bus. megr.-treas.—b. §. edwards. reg.-admis.—florence l. kreiter. lib.—glen fitch. dir., student pers.—robert j. hen- dee. summer session—michael e. koli- vosky. hope college, holand (n, chem, tmus; ref; coed; sem; iie; 1,311). pres.—irwin j. lubbers. dean—william vander lugt. treas.—henry steffens. rec.—jeanette poest. admis. off.—albert h. timmer. lib.—john may. dean of men—william hilmert. dean of wo.—emma reeverts. sumer session—edward brand. summer session (vienna)—paul fried. ",87 
"jackson junior college, jackson (n.; c; coed; sem; ic; 990). pres.—william n. atkinson. dean of faculty—frank j. dove. bus. ngr.—austin f. bates. reg.—william j. ogden. lib.—mabel c. hill. dean of men—ward preston. dean of wo.—helen holton. summer session—robert e. sny- der. ","bus. megr.-treas.—b. §. edwards. reg.-admis.—florence l. kreiter. lib.—glen fitch. dir., student pers.—robert j. hen- dee. summer session—michael e. koli- vosky. hope college, holand (n, chem, tmus; ref; coed; sem; iie; 1,311). pres.—irwin j. lubbers. dean—william vander lugt. treas.—henry steffens. rec.—jeanette poest. admis. off.—albert h. timmer. lib.—john may. dean of men—william hilmert. dean of wo.—emma reeverts. sumer session—edward brand. summer session (vienna)—paul fried. "
pres.—e. george lawrence. ,"lawrence institute of technology, 21000 ten mile rd. at north- western hwy., detroit 41 (—; p; men; qr; ili; 1,942). "
,pres.—e. george lawrence. 
pres.—sister mary assumpta. dean—sister mary raynelda. reg.—sister mary remigia. lib.—sister mary petronia. ,"madonna college, 36800 schoolcraft rd., livonia (n; rc; wo; sem; iie; 348). "
"marygrove college, detroit 21 (n.; c; wo; sem; iie; 1,040). pres.—sister honora. dean—sister m. amadeus. treas.—sister bernardine. reg.—sister miriam fidelis. lib.—sister m. claudia. dean of students—sister m. trinita. summer session—sister miriam fidelis. ",dean of wo.—sister mary bridget. 
pres.—sister mary lucille. dean—asister mary justine. ,"mercy college, 8200 w. outer drive, detroit 19 (n, mrl, nur; rc; wo; sem ; iie; 600). "
,; p; coed; gr and sem; vg;”* 
pres.—j. r. van pelt. dean of faculty—frank kerekes. cont.-treas.—e. j. townsend. reg.—t. c. sermon. lib.—madeleine gibson. dean of students—harold meese. sault ste. marie branch—h. l crawford. graduate—donald g. yerg. extension—theodore pearce. summer session—frank kerekes. ,"michigan college of mining and tech- nology, houghton (n, chem, eng, for; st; coed; qr; ilig; 3,055). "
pres.—john a. hannah. ,"michigan state university of agricul- ture and applied science, east lansing (n, bus, chem, eng, for, jour, mus, nur, sw, ted, vet; st; coed; qr; ivk; 21,874). "
,sec.—james w. miller. 
,oakland branch—durward b. var- 
pres.—edgar l. harden. ,"2,125). "
dir.—preston n. tanis. ,pres.—edgar l. harden. 
pres.—gorton riethmiller. dean—james w. newcomer. ,"olivet college, olivet (—; p; coed; sem ; iie; 459). "
coed ; sem; iig; 1380). pres.—paul f. elliott. dean—clifford w. thomas. bus. mgr.—leonard d. mills. reg.—p. lyle schufeldt. summer session—floyd if. mccal- lum. ,"owosso college, owosso (bi; pil hol; "
"blvd., detroit 6 (n; rc; men; sem ; iib; 223). pres.—albert a. matyn. dean—karl d. hubble. treas.—marvin a. young. reg.—edmond a. fournier. ","dean of men—chester j. aubuchon. dean of wo.—katherine m. roehl. sacred heart seminary, 2701 chicago "
rc; men; sem; iib; 104). pres.—wallace j. filipowicz. dean—walter j. ziemba. treas.-proc.—stanley e. milewski. reg.—stanislaus w. piorkowski. ,"st. mary’s college, orchard lake (—; "
pres.—sister benedicta marie. dean—nsister m. dorothy. ,"siena heights college, adrian (n; rc; wo; sem; iiif; 526). "
pres.—roderick j. smith. dean—harold w. darling. bursar—kenneth r. beardslee. reg.—eric johnson. ,"spring arbor junior college, spring arbor (n; f meth; coed; sem; if; 208). "
pres.—ralph j. jalkanen. dean—waino a. lehto. reg.—wnm. s. avery. ,"suomi college, hancock (—; luth; ¢o- ed; sem ; ie; 146). "
pres.—laurence v. britt. ,"university of detroit, detroit 21 (n, bus, chem, dent, dh, eng, law; rc; coed; sem; iiik; 10,809). "
,90 
"augsburg college and theological seminary, minneapolis 4 (n; luth; coed ; sem; iij; 1,012). pres.—bernhard christensen. dean—martin quanbeck. bus. mgr.—burton p. fosse. reg.—mildred joel. lib.—karlis ozolins. dean of students—peter h. arma- cost. ",minnesota 
"pres.—c. r. sattgast. dir. of instr.—judson p. martin. bus. mgr.—randolph nyquist. lib.—donald dickenson. dir., student pers.—raymond p. carl- son. summer session—judson p. mar- tin. bethany lutheran college and theo- logical seminary, mankato (—; evan luth; coed; sem; vf;* 100). pres.—b. w. teigen. bus. mgr.—sophia anderson. reg.—n. s. holte. theology—n. a. madson. bethel college and seminary, st. paul 1 (n; bapt; coed; sem-qr; iij; 659). pres.—carl h. lundquist. dean—clifford larson. bus. mgr.—harold lidbom. dir., admis.—royal bloom. lib.—david guston. dean of students—webster c. muck, jr., acting. ",p960=61 
"p; coed; sem; iie; 1,135). pres.—laurence m. gould. dean—richard c. gilman. ","carleton college, northfield (n, chem; "
"college of st. benedict, st. joseph (n; rc; wo; sem; iie; 480). pres.—sister m. remberta west- ",dean of men—merrill e. jarchow. dean of wo.—m. leith shackel. 
"kaemper. dean—sister johanna becker. treas.—sister virgil schleck. reg.—sister vivia theisen. lib.—sister imogene blatz. dean of wo.—sister gonzaga plant- enberg. summer escher. college of st. catherine, st. paul 5 (n, nur, ot; rc; wo; sem; ile; 1,428). pres.—sister mary william. academic dean—sister m. rosalie. sec.-treas.—sister barbara ann. reg.—sister helen margaret. lib.—sister marie inez. ","college of st. benedict, st. joseph (n; rc; wo; sem; iie; 480). pres.—sister m. remberta west- "
,session—sister marie 
"(n, mus; luth; coed; sem; ile; ug). pres.—edgar m. carlson. dean—albert g. swanson. bus. mgr.—ross bloomquist. treas.—c. be. sjostrand. admnis. off—howard holcomb. reg.— oliver hagglund. lib.—odrun peterson. dean of students—melva lind. summer sesssion—ellery peterson. hamline university, st. paul 1 (n, chem, nur, ted; meth; coed; sem; til} ; s63). pres.—paul h. giddens. dean—charles r. wimmer. bus. mgr.—harold v. neece. reg.—arthur §8. williamson, acting. dir. of admis.—dean g. trampe. lib.—benjaniin m. lewis. dean of students—donald e. swan- son. nursing—daphne a. rolfe. hibbing junior college, hibbing (n; dist; coed; sem; ic; 418). dean—jack p. hudnall. lib.—ann marinell. dean of wo.—ruth quigley. ",n=; 
pres.—alvin n. rogness. ,"luther theological seminary, 2375 como ave. st. paul 8 (theol; a luth; men; sem; iiig; 453). "
pres.—harvey m. rice. ,"macalester college, st. paul 1 (n, chem, ted; p; coed; sem; ile; 2,215). "
"pres.—william macphail, jr. ","macphail college of music, minne- apolis 3 (mus; p; coed; sem; iiih; 118). "
pres.—c. l. crawford. ,"ted; st; coed; qr; iiif; 5,125). "
pres.—russell e. boatman. ,"minnesota bible college, 1507 univer- sity ave., se., minneapolis (bi; p; coed; qr; iig; 191). "
pres.—john j. neumaier. ,"moorhead state college, moorhead (n, ted; st; coed; qr; iiij; 1,502). "
asst. to pres.—earl herring. ,academic dean—wilbur a. williams. 
,dean—thomas j. jones. 
pres.-academic dean—curtis b. ak- enson. ,"northwestern college, minneapolis 3 (—; p; coed; sem; iie; 368). "
pres.—clemens h. zeidler. dean—a. c. m. ahlen. ,"northwestern lutheran theological seminary, 100 east 22d st., min- neapolis 4 (theol; u luth; men; ar; iig; 80). "
"st. cloud state college, st. cloud (n, ted; st; coed; qr; iiie; 3,161). pres.—george f. budd. dean—h. a. clugston. bus. mgr.—milton balgaard. reg.—a. truman pouncey. lib.—luther d. brown. dir. student pers. serv.—r. g. zum- winkle. graduate—marvin holmgren. st. john’s university, collegeville (n; rc; men; sem; iij; 1,120). pres.—arno gustin. bursar—germain loeber. reg.-admis.—gunther rolfson. lib.—benjamin stein. dean of men—daniel durkin. arts and sciences—dunstan tucker. theology—gregory roettger. st. mary’s college, winona (n; rc; men; sem; iiie; 863). pres.—bro. i. basil. dean—bro. julius edgar. bus. mgr.—bro. i. baldwin. reg.—bro. j. regis. lib.—bro. luke azarias. dean of men—bro. l. henry. ","(n; c; coed; qr; ic; 305). dean—charles e. hill. bus. mgr.—ralph w. dorsett. reg.—gerald w. paul. lib.—merle ingli. dir., student pers.—leonard davis. "
,dean—orin lofthus. 
pres.—harry t. hardwick. ,"st. paul bible college, 1361 engle- wood ave., st. paul 4 (bi; chris and miss alliance; coed; sem; iih; zou). "
,pres.—harry t. hardwick. 
pres.—o. m. wilson. ,"university of minnesota, minneapolis 14 (n, arch, bus, chem, dent, dh, eng, for, jour, law, lib, med, mt, mus, nur, ot, phar, pt, ph, sw, ted, vet, xt; st; coed; qr; ivk; 35,882). "
,pres.—o. m. wilson. 
,vice pres. (academic admin.)—m. m. willey. 
,vice pres. (bus. admin.)—laurence r. lunden. 
pres.—n. minné. ,"winona state college, winona (n, ted; st; coed; qr; iiie; 1,462). "
,pres.—n. minné. 
pres.—j. d. boyd. ,"aleorn agricultural and mechanical college, lorman (is; st; coed; sem ; iif; 995). "
pres.—w. c. tyler. dean—walter f. tayldr. bus. mgr.—j. e. buchanan. reg.—annie hendricks. lib.—florence tayldr. ,"blue mountain college, blue moun- tain (s; s bapt; wo; sem; ile; usa)e "
pres.—w. lowrey compere. dean-reg.—therman bryant. ,"dean of wo.—mrs. r. p. garrison. summer session—w. c. tyler. clarke memorial college, newton (s; s bapt; coed; sem; ic; 226). "
pres.—i. m. fortenberry. ,(s; co; coed; sem; ic; 420). 
pres.—j. m. ewing. ,st; coed; sem; iie; 933). 
pres.—w. a. vincent. ,(s; dist; coed; sem; ic; 410). 
"east mississippi junior college, scooba (s; dist; coed; sem; ic; 240). pres.—r. a. harbour. dean—willie neal. bus. mgr.—john barrett. ",dean of wo.—erma lee barber. summer session—l. g. furgerson. 
,"east mississippi junior college, scooba (s; dist; coed; sem; ic; 240). pres.—r. a. harbour. dean—willie neal. bus. mgr.—john barrett. "
"hinds junior college, raymond (s; dist; coed; sem; ic; 844). pres.—g. m. melendon. dean—m. f. herring. reg.—mildred herrin. lib.— virginia mayo riggs. dean of men—r. c. benton. dean of wo.—franees e. lee. summer session—g. m. holmes junior college, goodman (s; dist; coed; sem; ic; 384). pres.—frank b. branch. dean—k. w. wilson. bus. mgr.—s. f. allen. reg.—mrs. frank b. branch. lib.—mabel dorsett. dean of men—wayne sims. dean of wo.—norma brown. itawamba junior college, fulton (s; dist; coed; sem; ie; 592 pres.—philip a. sheffield. dean—j. s. crubaugh. bus. off.—c. r. nanney. ","gulf park college, gulfport (s; p; wo; sem; ic; 154). pres.—joseph e. gibson. academic dean—william t. sadler. vice pres.-bus. mgr.—rupert h. cooke. reg.—amelia 8s. lumpkin. "
"st; coed; qr; ile; 1,682). pres.—jacob l. reddix. dean—h. t. sampson. compt.—leonard p. chambliss. reg.—delars funches. lib.—e a. lipscomb. pers. off.—osear allan rogers. summer session—h. t. sampson. ","jackson state college, jackson (is; "
(s; dist and st; coed; qr; 765). pres.—j. b. young. dean—b. f. ogletree. bus. mgr.—h. h. kersh. reg.—a. h. blackwell. lib.—mattie mae viverette. dean of men—e. w. young. dean of wo.—virginia vercher. ,"jones county junior college, ellisville "
"pres.—h. eh. finger, jr. ",coed; sem; iib; 920). 
"s bapt; coed; sem; iiie; 1,627). pres.—r. a. mclemore. dean—howard e. spell. ","mississippi college, clinton (s, tmus; "
"pres.—e. e. rankin, jr. ","mississippi industrial college, holly springs (—; cme; coed; sem; iie; 603). "
"pres.—w. d. mccain. dean—porter l. fortune, jr. finan. sec.—c. o. smalling. admis.—aubrey k. lueas. reg.—carl l. mcquagge. lib.—anna roberts. dean of student affairs—j. r. swit- zer. graduate—porter l. fortune, jr. summer session—porter l. for- tune, jr. ","mississippi southern college, hatties- burg (s, mus, ted; st; coed; qr; ive; 4,340). "
pres.—charles p. hogarth. dean—ellene ransom. ,"mississippi state college for women, columbus (s, mus; st; wo; sem; iie; 1,364). "
pres.—earl f. hargett. ,"northeast mississippi junior college, the, booneville (s; dist; coed; sem; ic; 538). "
"senatobia (s; dist; coed; sem; if; 515). pres.—r. d. mclendon. dean—m. l. burks. bus. mgr.—a. g. welch. reg.—mrs. m. l. burks. lib.—mrs. g. e. gully. dean of student pers.—w. c. oakley. okolona college, okolona (—; pe; coed; sem; if; 169). pres.— : dean-reg.—mary h. penn. cashier—henryene t. strange. summer session—mary h. penn. our lady of the snows scholasticate, pine hills, pass christian (—; rc; men; sem; iij; 68). pres.—michael 8. deis. dean of studies-reg.—william clark. bus. off.—wilfrid upson. pear] river junior college, poplarville (s; dist; coed; sem; if; 329). pres.—g. h. johnston. dean—r. l. johnson. bus. mgr.—ann dandridge. lib.— hazel polk. dean of men—t. d. holden. ","dean of wo.—connie bonner. summer session—e. a. knight. northwest mississippi junior college, "
"pres.—j. j. hayden, jr. ","dean of wo.—loyette webb. perkinston junior college, perkinston (s; dist ; coed ; sem; if; 525). "
pres.—laurence c. jones. dir. academic dept.—zilpha e. chandler. ,"piney woods country life school, piney woods (—; p; coed; qr; id; 101). "
coed; sem; ic; 205). pres.—walter washington. dean—george a. johnson. bus. mgr.—j. louis stokes. reg.—gloria paige. ,"utica junior college, utica (—; co; "
"(s; s bapt; coed; sem; ile; 325). pres.—j. ralph noonkester. dean—joseph m. ernest, jr. ","william carey college, hattiesburg "
pres.—felix sutphin. ,meth; coed; qr; ie; 132). 
pres.—j. robert ashcroft. ,"central bible institute, springfield (bi; assem of god; coed; sem; iiih; 40+). "
pres.—ralph l. woodward. dean—everett c. buckner. ,"central college, fayette (n, mus; meth; coed; sem; ile; 697). "
pres.—c. l. foster. ,"central technical institute, 1644 wy- andotte st., kansas city 8 (tech; prop; coed; sem; ja; 1,153). "
dise of christ; wo; sem; ic; 380). pres.—kenneth freeman. dean—william c. bedford. ,"christian college, columbia (n, mus; "
pres.—sister mary daniel tammany. ,"college of st. teresa, kansas city 13 (n, mrl; rc; wo; sem; iie; 515). "
"conception seminary, conception (—; rc; men;sem; iiij; 308). pres.-rector—maur burbach. procurator—cyril burbach. reg.—marcian o’meara. lib.—norbert schappler. dir., student pers. serv.—arnold blaes. liberal arts—conrad falk. theology—-donald grabner. summer sessions—david clements and augustine stock. ",geo. reg.—sister patrick joseph schlett. lib.—sister m. liguori tackaberry. 
pres.—blanche h. dow. ,"cottey college, nevada (n, mus; p; wo; sem; ib; 254). "
pres.—fred helsabeck. ,"culver-stockton college, canton (n; dise of christ; coed; sem; iie; 507). "
,"drury college, springfield (n, fted; "
groves (theol; evan ref; wo; ar; iig; 153). pres.—f. w. schroeder. dean—h. a. pflug. bursar—o. l. elbring. reg.—walter h. krebs. ,"eden theological seminary, webster "
