president names,schools
superintendent and president dr. stephen e ,ohlone college l 
president  dr. r. dudley ,orange coast jc sys off 
president  dr. robert b f ,*orange ceast college 
director  andreas s. andersen ,
president medford h. jones ,pacific christian college 
president dr. arthur j. wiebe ,pacific college l l 
preshbestt .n charles m. cooper ,pacific luth theol sem 
president severe cssosene e. robert la crosse ,pacific oaks college 
president  dr. stuart l. anderson ,pacific sch of religion 
president tots floyd d. rittenhouse ,pacific union college 
president  dr. frederick r. huber ,palomar college 
,
,
,
president dr. william s. banowsky ,rde college 
president  dr. paul l. holmes ,peralta cc system office 
president  dr. dale p. wren ,*feather river college 
president  sates herbert m. stein ,
president dr. norvel smith ,*laney college 
president orlin h. shires ,porterville college 
president superintendent  dr. walter m. garcia ,rio hondo college 
president   mr. ralph h. bradshaw ,riverside city college 
president dr. clyde m. narramore ,rosemead grad sch of psyc 
president mr. raymond n. doyle ,russell college 
superintendent and president dr. f. h. bremer ,saddleback college 
,
,
,
president  dr. thomas j. slakey ,
rev melvin l. farrell ,bert’s college 
president  dr. arthur m. jensen ,sn bernardino vly college 
president  wensomed. s. rex gorton ,san diego cc cen office 
president dr. robert s hamilton ,*san diego cc-evening c 
president   dr. eltis m. benson ,*san diego cc-mesa college 
director of the college  fred martin ,san francisco art inst c 
,
president dr. arnold b. come ,san francisco theo! sem l 
president mr. joseph l. blanchard ,san joaquin delta college 
president mr. woodrow e. phillips ,san jose bible college 
president and superintendent dr. d. roemmich ,san jose city college 
president james w. duke ,san mateo jc system off 
president   dr. david h. mertes ,*college of san mateo 
president  mr. philip c. garlington,*skyline college 
roman e. boepple ,
president glenn g. gooder ,santa barbara cty college 
president serv m. morrison ,santa monica college 
president   randolph newman ,
,rosa junior college 
president   dallas evans ,solano college 
president emil a. balli ,southern cal college 
"president dt, gordon 4 bichalson ",southern cal sch theology 
president   dr. robert c. kimball ,southwestern college. cathe 
president dr. clyde c. mccully ,state center jc sys off 
president  mr. clifford m. boyer ,*reedley college 
president  garlyn a bashan ,taft college 
president  dr. william c. rust ,us international u 
chancellor  h. bawher ,*u of. cal berkeley. 
president dr. n. eugene mcclintock ,kaskaskia college 
president mr. westey m. westerberg ,kendall college 
president for finance james w. stevens ,kishwaukee college 
chancellor james h. meyer ,x college 
 marvin j. anderson ,*u of cal hostings c law 
chancellor   ivan hinder. ,
chancellor  william d. mc! ,*u of cal san diego 
chancellor dr. philip r. l ,*u cal san frisco medi ctr 
chancellor dr. vernon i. cheadle i ,*u of cal santa barbora  
chancellor dr. dean e. mchenry , *u of cal senta cruz 
president dr. david l lieber ,university of judaism  l 
acting president dr. alistair w. mccrone ,
president  dr. eugene e. oawson’ ,university of redlands 
vice pres acad administration  dr. henry j. martin  ,j san diego coor colleges 
msgr. l. brent eagen z ,j san diego school of law  
vice pres for academic affairs rev. edmond j. smyth ,j of san francisco ' 
president   thomas d. tery ,iniversity of santa clara 
president   dr. john r. hubbard ,u of southern california 
president   dr. ray e. loehr ,.  ventura college l 
president  burton w. wadsworth ,victor valley college 
president dr. horace s. ward jr. ,west coast bible college 
president dr. victor elconin dean of ,west coast u central off 
 willard g. huggins presider ,*w coast u orange co ctr  whit 
president mr. robert a. annand ,
president dr. kenneth m. monroe ,
president mr. james p. hardy cents ,
president     dr. john a. marvel ,tier college 
president  dr. edward r. beaty ,aims college 
president  dr. allan p. crawfurd ,arapahoe cmty college 
president  lioyd e. womer ,colorado college 
president dr. robert turkisher ,colo elec tech college 
campus administrator    mr. donald s. hix ,colo mtn college cen off l 
 mr. ronald kupper ,*colo men college west cam co 
president dr. guy 7. mcbride jr. ' ,colorado school of mines l 
president adrian r. chambertain ,colorado state university 
campus director  dr. donald h. godbold , cc of denver central off 
campus director dr. john h. swenson ,‘cc of denver north campus 
dr. joseph k. bailey ,
 dr. vernon c. grounds ,sons baptist theol sem — 
president   robert d. hatten ,
president dh rexer berndt ,
president  dr. s. jameson jones ,lliff school of theology  
president  dr. don l. keith ,lamar community college l 
president  sr. patricia jean manion ,loretto heights college an 
president dr. theodore e. abors ,
president   dr. james d. palmer ,metropolitan st college l l ! 
,northeastern jr college i 
president  dr. w. l. mcdivitt contre ,
director mrs. frances champion president ,
president  dp. somes h. bos temp ,
,
president rev thomas j. casey director o ,
,
president dr. robert d. birkhir ,
president dr. lester c ,lewis college 
president mr. earl c. hargru ,lincoln christian college 
acting pres-vice pres dr. wilbur e. laym ,lincoln college 
robert l. poorman ,lincoln land cmty college 
vice president rev. raymond c. baumhart ,tr layola university l 
president dr. frederick p. thie ,9 e©=- luth sch theology chicago l - 
president dr. frederick p. thie ,u of colo central office 
dr. charles l hint ,*u of colo colo springs l l l 
vice provost dr. paul e. bartlett ,*u of colo denver center © a 
vice pres for health affairs robert a. aldrich ,*u of cole medical center ls 
 dr. maurice b. mitchell ,university of denver re 
interim president  dr. frank p. lakin ,u of northern colorade ne 
president   dr. harlan bryant lit ,western st college colo mi 
president  dr. francis h. hom de ,
,
president treasurer  mr. theodore m. perkins ,ridgeport engr institute 
pres academic affairs  dr. heimwarth b. jestin ,entral conn st college l 
dr. charles e. shain ,onnecticut college ee 
president dr. charles r. webb jr. ,eastern conn st college 
president  rev. william c. mcinnes ,fairfield university l 
president  asthur c. banks jr. ,
president miss laura a. johnson ,
president dr. james n. gettemy ,
president thomas v. raimondi ,hartford st tech college 
"president rector  rc, leo j. ovian ",holy apostles sem college 
president  me. edward j. uston ,
president sr. mary viterbia dyka ,longview college 
president  dr. frederich w. lowe jr ,manchester cmty college 
president charies 8. koaney ,mattatuck cmty college 
president  mother anita mari ,ddiesex cmty college 
president john h. helle ,new england institute 
president  dr. regina m. duff ,nthwstn conn cmty college 
president   everett l l. bake ,norwalk community college 
president mr. frank l. juszli ,norwalk st tech college 
president  dr. f. burton cook ,post junior college 
president  dr. leonard v. kent ,quinnipiac college 
president dr. richard j. grosh oi ,> full text provided by eric 
president  mr. robert a. kidera tr ,sacred heart university 
director and dean  rev joseph t. hurey ri ,saint alphonsus college 
president rev joseph m. schmondiuk de ,saint basil’s college 
president  maty consolata o'connor’ de ,saint joseph college a l o 
co president rev. joseph p. donahue ,aint thomas seminary l 
dr. w. de homes waller ,outh cen cmty college 
pres academic affairs  dr. evann middlebrooks ,outhern conn st college 
president mr. donald r. welter ,thames vly state tech c 
president  dr. theodore d. lockwood ,trinity college l 
president  dr. benjamin g. davis ,tunxis community college 
president  dl henry w. littlefield ,university of bridgeport l 
president   mr. homer d. babbidge jr. ,u of conn central office 
director   me. wilber r. griswold ,*u of conn hartford ee 
exec dir and vice president  dr. john w. patterson ,*yy af conn health center 
director mr. william t. o'hara ,*u of conn southeastern br 
director  mr. robert h. wyllie ,*u of conn stamford 
director  mr. glen kilner ,*u of conn torrington l 
president  mr. hector c. prudhomme ,*u of conn waterbury l co 
president kenneth w. fogg ,iversity of hartford 
president  mr. cotin g. campbell ,wesleyan university 
president   dr. ruth a haas ,western conn st college l 
president   kingman brewster jr. ,yale university 
"president we, sidney r. peters ",brandywine college 
president  sunsees i! att t mishoe ,delaware state college 7 l 
president  mr. gordon c. borchardt ,maccormac college 
president  dr. john j. wittich ,macmurray college 
president and dean  sr. m. marcella ripper ,mallinckrodt college  
president  dr. marshal l. scott l ,mccormick theological sem 
president  dr. james r. davis ,mchenry county jr college 
president dr. eric n. rackham ,mckendree college 
president  rev. malcolm r. sutherland jr. ,meadvi-lombard theol sch 
"president  j, roger miller ",millikin university 
executive director william faucett ,*del tech & cc northem &r 
executive director c jack owens ,*del tech & cc southern br l 
president  dr. clarence a. fulmer ,goldey beacom college 
president s. e. arthur trabant ,university of delaware 
president  dr. donald e. ross ,wesley college l 
president dr. george h. williams ,american university 
president  dr. clarence c. watton ,catholic u of america 
president   paul p. cooke ,dc teachers college 
president dr. paul g. buchanan ,dunbarton c of holy cross l 
president  dr. harland l randolph ,federal city college l 
president  edward c. merrill dr. ,gallaudet college l a — 
president rev. robert j. henle ,georgetown university 
president dr. lloyd h. eliott ,george wash university 
,
,
,
vice pres for academic affairs dr. eileen p. kuhns de ,
president  rev. richard j. murphy dir ,oblate college l 
president  rev. wilfred dewan ,saint paul's college w 
"president  dr. john p, maurer ",southeastern university dir 
pres college relations   lee manahan , i strayer college  
pres for instnl research dr. columba mullaly ,inity college l 
president  sr. mary dorothy browne ,lashington technical inst l 
president dr. richard v. moore ,
president   rev. john h. mcdonnell ,biscayne college l 
president   dr. maxwell c. king ,brevard cmty college l 
president  dr. alfred h. adams ,broward cmty college — 
president  de hany e e. goodlett ,
president  dr. raymond m. deming ,chipola junior college 
president dr. roy f. bergengren s. ,daytona bch cmty college 
president  dr. david g. robinson ,edison junior college 
,riddle aeron u 
acting president dr. benjamin wygal direct ,fla jr college jacksonvi pres 
president dr. john syivester smith ‘con ,7 florida keys cmty college hind 
president richard e. morte ,florida memorial college weep 
president dr. morton s. shanber ,hillsborough cmty college 
,indian river cmty college 
,
presidemt  dr. jack h. jones ,*jones college main campus l 
president  dr. herbert e. phitigs  ,y *jones cellege orlando cam 
president  dr. paul p. williams dir ,lake city cmty college 
president   dr. samuel r. neel jr. t ,manatee junior college dire 
,
 mr. arthur e. karel pres ,. l miami-dade junior college l 
president j. €. mccracken dire ,okaloosa-walton junior c vo 
president   joss c. moody dire ,palm bch atlantic college 
president  dr. harold c. manor dire ,palm beach junior college = ! 
president    dr. richard d. stine actg ,nsacola junior college 
president dr. george sweeting libra ,moody bible institute 
president dr. robert e. tuner cor ,moraine vly cmty college han 
president chartes w. lapradd ,ton college 
director and president rev charles f. mcnamara ,
president  sr. thomas joseph mcgoldrick ,snt joseph college of fla - 
"president dt, thomas b. ‘southard ",saint leo college - 
,saint petershg jr college 
,
,
president cyril e. homer en ,le junior college eg es 
president  william a. stallard dean ,south florida jr college el 
president dr. benjamin l. perry jr. direct ,*see also appendix a *flo 
president   dr. charles n. millican ,l atlantic university 
president mr. stephen c. o'connell ,*university of florida 
"president  dr, sohn e. johns ",stetson university 
president   dr. fred w. turner ,tallahassee cmty college 
president  dr. henry k. stanford ,university of miami 
pres for academic affairs  dr. floyd e. allison ,niversity of tampa 
pres for plan-develop  mr. robert w. gilbert ,alencia cmty college 
president  dr. j. clyde driggers ,lebber college 
president  dr. wallace m. alston ,agnes scott college 
president dr. bill r. titley ,albany junior college 
,albany state college l 
,
,
,
president  james c. redmon ,
  .john h. rogers ,atlanta school of art 
president homas d. jerrett ,atlanta university 
presldent  dr. george a. christenberry ,augusta college 
president  dy. john r. bertrand ,berry college 
acting president and acad dean miss annie m. powell ,birdwood junior college 
president dr. james t. rogers ,brenau college 
president dr. j. theodore phitlips ,brewton-parker college 
president dr. john w. teel ,brunswick junior college a 
president   dr. vivian w. henderson ,clark college re 
president   dr. harty s. downs ,clayton junior college l de 
president   rev. c. benton kline t ,columbia theological sem __ a 
,
pres admin-communications vacant j ,ovenant college  
president culbreth y. metton co ,alton junior college  
president dr. sanford s. atwood pis ,emory u central office 
dr. n. bond fleming , & *emory u oxford college l ae 
dr. david 8. mccorkle ,oyd junior college 
waldo w e. blanchet ,srt valley state college 
dr. hugh m. mills jr. ,
president  dr. j. whitney bx ,eorgia college nn 
acting president  dr. james e. ,ga inst techn central off 
 dr. walter d. ca ,*ga inst techn-sthn tech 
acting acting president   col. devid l. black ,georgia military college ae 
president  dr. john d. eidson ,nes georgia southem college 
president  dr. william 8. king ,eal ga southwestem college 
president dr. noah n. langdale he. ,georgia state university 
,gordon military college 
president dr. oswald l ,intrdenominatl theol ctr l 
president  dr. waights g. henry jr. ,kennesaw junior college 
president drjack k. carlton ,macon junior college 
president  dr. rufus c. harris ,medical college of ga 
president   dr. clayton r. brower ,mercer u central office a 
president  dr. kenneth w. iversen ,
president dr. cari g. fjellman ,upsala college 
president   dr. ray e. robinson ,westminster choir college l 
president  james karge olsen ,william paterson college 
president  bro. cyprian luke ,college of santa fe a 
president dr. joseph p. mcmurray dean ,college of new rochelle direc 
president  dr. alfonse r. miele dean ,college of saint rose _ 
president  dr. william j. mcg *co ,columbia u central off  co! 
herman e. collier jr. ,lumbia u bamard c 4 
president  sr. mary ursula ,mount aloysius jr college l 
president   dr. john i. morey ,muhlenberg college 
president  dr. thomas m. peirce ill ,ortheast bible institute _ 
president  mr. john j. aulbach ,penn hall junior college 
president  dr. lawrence fitch ,pa college of optometry 
president dr. james e. bates i ,
president  dr. clarence r. molt ,pmc colleges 
"president  joh w, oswald ",pa state u central office l 
director  dr. james e. bealer ,*pa state u allentown cam 
director dr. john l. leathers ,*pa state u altoona cam 
director  joseph p. giusti ,*pa state u beaver campus 
director  mr. irvin h. ochet ,*pa state u behrend cam ee 
"director  dr. harold w, perkins ",*pa state u berks campus lo 
coleman herpel ,pa state u capitol campus 
  mr. john d. var ,pa state u delaware cam 
mr. donald s. hitler ,pa state u dubois campus 
mr. hugh m. barclay ,pa state u fayette campus a 
frank c. fost ,pa state u hazleton cam 
,pa st u hershey medi ctr  
director  dr. helmut e. weber ,*pa st u kng presa grad ctr 
director  dr. herbert g. mcgibbeny ,*pa state u mckeesport cam 
director  dr. vernon l. shockley ,*pa state u mont alto cam 
 lls haty russell ,*pa st u new kensingtn cam l 
director  mr. charles j. smith ,*pa state u ogontz campus 
director dr. henry l. herring ,*pa state u schuylkill cam 
 dr. harold r. sargent ,*pa $+ u shenango viy cam 
director   mr. george w. bierty ,*pa st u wilkes-barre cam 
director  dr. edward k. kraybill ,*pa st u wrthgtn sertn cam 
director  edward m. elias ,*pa state u york campus 
president   rev. charles l. felsburg ,penn wesleyan college so 
,phila college of art ae 
,
president dr. douglas b. maccorkle highest l ,
,
,phila college osteo med east sire 
,
,phila college phar & sci 616 n hi 
president    arthur m. blum ,phila c textiles and sci l 
president   cused bruce willson ,reformed presb theol sem 
president   mr. charles l. sewall ,robert morris college 
sr. ann marie durst ,rosemont college 
director and president rev thomas j. welsh ,
president  rev. edmund w. quinn ,saint fidelis college 
president rev. vincent r. negherbon ,saint francis college l 
president  rev. cecil g. diethrich ,saint joseph's college i 
president sr. mary schmidt ,seton hill college 
president  dr. gilmore 8. seavers ,shippensburg st college l 
president   dr. k. richard johnson ,ng garden college - 
dean of the college  dr. daniel d. howard ,*natl college ed urban cam 
dr. asto l. schifling ,north central college 
president dr. jerome m. sachs ,nthestr ill state college 
president dr. bryan f. archibald ,northern bapt theol sem 
vice president and provost dr. r. c. bowers ,northern ill university 
dr. lloyd h. atle ,north park c & theol sem l 
president  paul r. andersor ,swarthmore college l 
president paul r. anderson ,temple u central office 
director  dr. sidney halpern — ,“temple u ambler cam  
dr. fred c. ‘kuehner ,theol sem reformd epis ch 
president  dr. - chauncey g. by ,thiel college co 
president petw ah herbut ,
,u of pennsylvania 
,u of pittsbg central off 
,u of pittsbg bradford cam 
president  dk albert b. smith ,
president jack e. freeman ,
president  dr. joe m. bal ,*u of pittsbg titusv] cam 
president   rev. dexter l. hante ,university of scranton 
president   dr. william s. petti , ursinus college 
superintendent gen robert w. strong ie. , valley forge military jc bt oe 
business administrator brenda marie vines ,villa maria college 
president roblht j. welsh,
president  dr. john h. fischer ,washington jeff college de 
president   albert e. meyer ,concordia college 
president   john f. white ,cooper union 
,comell u central office l 
director president instruction   herbert everett ,*ny state c agric life sci l 
 david c. knapp ,*ny state c human ecology 
,*ny st sch indus labor rel ‘ 
president dr. bennett m. rich ,waynesburg college 
president paul w. rossey ,west chester st college 
president  eartand l. carson ,westminster college 
president edmund p. clowney ,westminster theol sem 
president dr. s. hartley johnston ,*enrotiment data for fall 1971 
president  ds. francis l michelini ,wilkes college 
president dr. kenneth e. carl directe ,
president  charles c. cole directt ,
,l york college pennsylvania sm 
president  mr. morris j. geebe ,wn university 
president sr. doreen d'grady ,mount snt joseph college 
president  rev. thoms r. peterson ,providence college 
president  joseph f. kauffman ,
,de island jr college _ 
,*roger williams c prov br 
president   sr. m. christophe ,salve regina college 
  rev. robert ,sem of our lady of prov 
president   dr. werne ,
director mr. ashley j. little ,
president dr. james w. hairston ,allen university so 
president f. soom e. rouse ,
president dr. john a. hameick c ,
president   dr. benjamin f. payton hi ,benedict college ore 
coordinator extension programs  john c. snook presi ,
"president  bob jones ill,",l bob jones university oo! dir ac 
president  dr. robert c. edwards ,ntral wesleyan college 
director  mr. frank l by ,*clemson u greenville br 
director mr. jacob c. asderso ,
dr. gus turbeville ,coker college  l 
vice pres acad aff & dean dr. c. hilbum womble ,
mr. j. robertson mcquitkin ,irector of admissions   mr. frederick w. daniels 
dr. robert w. spears ,#NAME?
president dr. robert h. strotz ,northwestern university 
president dr. william a. koehnline ,oakton community college 
president  harold w. reed ,olivet nazarene college 
president william m. staerke! ,parkland college 
president  mr. ashley johnson ,prairie state college 
president dr. david andrews ,principia college 
president  robert t. coleman j. ,converse college 
president   dr. joseph wightman ,erskine college 
director  fred c. fore ,
president walter d. smith ,francis marion college on 
president  mr. e. don herd jr. ,endship junior college 
president mr. m. stanyarne beil ,limestone college 
president and dean dr. h. george anderson ,lutheran theol sthn sem 
president dr. wiliam m. mccord ,
executive director robert l. grigsby ,
acting president  dr. henry e. hardin ,lorris college  
pres for academic matters dr. conrad 8. park ,lewberry college 
president dr. harold a. lindsey ,orth greenvi jr college l 
president  dr. charles e. palmer ,
president  dr. charles e. palmer ,palmer college cen office 
,*palmer college columbia 
joe d. gau ,sbyterian college 
president james s. barret ,spartanburg jr college l 
director mr. william c. walter ,
president  dr. thomas f. jones ,
president   dr. thomas f. jones ,*u of sc main campus 
director  mr. wiliam c. casper ,*u of sc at aiken 
assistant director  mr. carl rt clayton ,*u of sc at allendale 
director  mr. darwin b. bashaw ,*u of sc at beaufort 
president sr. natalie casey ,*u of sc at conway  
president  dr. allyn p. robinson ,dominican c of blauvelt 
presidone   sr. mary chartotte barton ,d’youville college 
president john rosenkrans ,eisenhower college 
president sr. eileen farley  ,elizabeth seton college 
"exec assistant to president  walten l, board ",elmira college  
director mr. e. m. singleton ,
directos dr. francis a. lord ,*u of sc at lancaster 
director norbert a. stirzaker ,*u of sc of spartanburg 
director  mr. john casoria ,
president dr. harty p. graham ,voorhees college 
president  dr. charles bavi ,
dr. paul hardin ii,vofford college 
mr baxter hood ,
president sd. charles l balcer ,ugustana college 
president  dr. meredith w. freeman ,black hills state college 
president allen r. millar ,dakota state college l 
, dakota wesleyan u l l 
,duron college 
president evangeline anderson ,viount marty college 
,ir of beiom sotvices  me. richard j. mccormack 
president  rev. david j. dreewell ,
president   dr. norbert k. baumgart ,northern state college 
president  sr. francis mary dunn ,presentation college 
amis  almus d. larsen ,sioux falls college as 
pres & dean   dr. carl f. lutz ,
pres for academic affairs  op. hemy v. cobb , state university 
president  dr. richard l. bowen ,*u of sd main campus 
provost dr. carol krause ,*u of sd at springfield 
president  dy. fred s. honkala ,yankton college 
president sr. henry s. fletcher ,aquinas junior college 
president  dr. joe morgan ,austin peay st university 
,belmont college 
president  james e. mctee ,bethel college 
president  dr. theodore c. mercer ,bryan college 
president  dr. john a. fincher ,carson-newman college 
director edgar h. sessions ,chattanooga st tech inst 
president   bro. malcolm o'sullivan ,christian bros college 
president  dy. david f. adkisson ,cleveland st cmty college 
president   dr. harold s. pryor ,columbia st cmty college 
president dr. ernest l. stockton ,cumberland college tenn 
president  rev. titus ludes ,quincy college 
president  dr. james m. snyder ,rend lake college 
president dr. charles w. banta ,
president  dr. john a. howard ,rockford college 
president dr. robert l. appel \ ,tock valley college l 
vice president for development mr. wendell h. amold l ,toosevelt university 
,tosary college 
athens c. puliias act ,
president dr. edward b. eller dir ,dyersburg st cmty college 
president dr. james r. lawson ,east tenn st university 
 dr. e.c. gardner ,eed-hardeman college 
president   wr. lc. johnson ,
dr. john m. claunch ,eorge peabody c teachers 
"president dr, horace n. barker ",
president  dr. f. e. wright ,jackson st cmty college 
president  mr. john a. gupton ,john a gupton college 
president  dr. david l. eubanks ,johnson bible college 
,king college — - 
president  dr. hardy l. liston jr. ,knoxville college 
president dr. james s. wilder jr. ,lambuth college 
president  dr. herman stone sr. ,lane college 
president   dr. charles w. conn ,lee college 
president  dr. odell horton ,le moyne-owen college 
president dr. herbert y. livesay ,lincoln mem university 
president  tom e. gray. ,martin college 
president   dr. joseph j. copeland ,maryville college 
president  dr. lloyd c. elam ,meharry medical college 
director mr. edwin c. rust ,memphis academy of arts. 
president  dr. cecil c. humphreys ,memphis state university l 
president  melvin g. scartett ,middle tenn st university l 
president  dr. james b. crichton ,mid-south bible college 
president dr. cuyier a. dunbar ,lligan college 
president dr. gerald h. anderson ,scarritt college 
president n. sr. marina gibbons ,siena college 
presidernt spurgeon b. eure ,sthn college of optometry 
president  dr. frank a. knitte! ,’  sthn missionary college 7 
president  william l. bowden ,
diroctor  charles d. whitehead ,state tech inst memphis 
president   dr. andrew p torrence ,tennessee st university l 
president dr. rodney d. felder ,
president  rev. michael p. walsh ,fordham university 
president   vacant ,friends world college 
 rev samuel j. wylie i ,general theological sem l 
president  rev jonathan g. sherman ,geo merecr jr mem sch theo 
president  dr. charles e. ford ,good counsel college 
president w. chandier f ,hamilton college 
president   dr. everett derryberry ,harriman college 
president  dr. lee e. roberson ,tennessee temple college l 
president  or chaves c. tumer wv. ,
,trevecea nazarene college eo l 
dean of the college thom as g. voss ,tusculum college 
president a. dr. robert e. craig ,union university 
president  dr. edward j. boting ,
chancellor   dr. william h. masterson ,_ u of tennessee cen off l 
,*u of tennessee knoxville 
chancellor   dr. archie r. dykes ,*u of tennessee at martin 
,*u of tennessee at memphis 
chamelor dr. roy s. nicks ,
chancellor  dr. alexander heard ,vanderbilt university 
president   dr. hal r. ramer ,
president    dr. james w. clark ,walters st cmty college 
president    dr. john c. stevens ,abilene christian college 
president  thomas v. jenkins,alvin junior college 
president   dr. albert b. martin ,amarillo college l 
president dr. jack w. hudgins ,angelina college 
president   dr. lloyd drexel! vincent ,angelo state university 
president tes  dr. john d. moseley ,austin college 
president dr. david l. stitt ,austin presb theol sem l 
dean   dr. kenneth v. randolph ,baylor college dentistry 
president  dr. michael e. de bakey ,
president   dr. abner v. mccall ,baylor university 
president dr. james a. campbell ,
president   msgr. john 8. gorman ,snt mary of the lake sem 
president dr. harry a. marmion ,saint xavier college con 
president    dr. robert c. spencer ,sangamon state university 
president  dr. edward j. sabol ,sauk valley college 
director   donald j. irving ,
president mr. grady c. hogue ,
president dr. mitton k. curry jr. ,bishop college 
president  dr. james h. atkinson ,blinn college 
"president jon r, jackson ",brazosport junior college 
president  luis m. moston ,central texas college 
president william l. willis ,cisco junior college 
president kenneth d. vaughan ,
president  dr. fred a. taylor ,college of the mainland 
president   dr. paul g. elbrecht ,concordia luth college 
president  a. e. shasteen ,cooke co junior college 
president   dr. charles p. pitts ,dallas baptist college 
president  dr. byron n. mcclenney ,
president dr. donald t. rippey ,*el centro college 
president   mr. dale douglas ,
president   dr. john f. watvoord ,dallas theol sem grad sch 
president  de. jean richardson ,del mar college 
director  mr. karl oswaid ,devry inst of technology 
 vacant ,ominican college 
president dir development mr. m. v. runnels ,ast texas bapt college 
 pres for administration  mr. f. h. mcdowell ,ast texas st university 
president and dean thomas h. harvey ,is theol sem southwest 
president   j. w. dillard ,frank phillips college 
president  melvin m. plexco ,galveston college 
president  dr. cruce stark ,grayson co junior college 
president  dr. max r. gaulke , l sulf coast bible college 
president  dr. elwin l. skiles ,hardin-simmons university 
president dr. t. m. harvey ,henderson co jr college 
president oran bailey ,hill junior college 
president  dr. william a. hunt ,houston baptist college 
president dr. guy d. newman ,howard payne college 
president dr. john t. king ,huston-tillotson college 
,
president earl jones ,icarnate word college 
mr. curtis m. carroll ,acksonville college 
mr. j. p. jones ,irvis christian college 
president  dr. frank a. thomas jr. ,igore college 
president  dr. ray a. laird ,laredo junior college 
president   dr. raymond cleveland ,lee college l 
"president   dr, harty t. hardwick ",letourneau college 
president cecil e. peeples ,lon morris college 
president  dr. fount w. mattox l ,lubbock christian college 
president  dr. bobty e e. parker ,
president sr. mary agnes ,
president  dr. adolph g. anderson ,hartwick college 
president sr. maty edwina bogel ,
president   dr. allan a. kuusisto ,hobart-wm smith colleges 
president clifford l. lord ,hofstra university 
president  ds. stephen w. paine ,
president   dr. wilbur a. ball des ,mclennan cmty college 
president dr. thomas k. kim dea ,mcmurry college vic 
president dr. travis a. white dir ' ,midwestern university t 
pres for academic affairs  dr. gustave a. ferre ,navarro junior college  ‘ 
president   dr. al g. langford ,orth texas st university 
president dr. john l. mcmahon ,our lady of lake college 
president  dr. ralph f. schitling ,pan american university 
president mr. quintin m. martin ,
president  louis b. williams ,
"president   ot omy e, rutland ",paul quinn college l 
president jack m. elsom ,ranger junior college —— a 
president norman hackerman ,rice university a l l 
president   dr. edgar l. roy jr. ,saint edward's university 
president rev louis j. blume ,saint mary's university 
,sam houston st university l 
president and dean rev. charles u. harris direc ,*sain 
president  dr. loren e. klaus ,shawnee college presi 
president  mr. walter a. erley dean ,
president  mr. robert s. long vice l ,shimer college te 
president  mr. joseph c. deaton go ,southeastern ill college l ci dean 
president sam m. jur ,in illinois u cen off 
president  dr. willis m. 1 ,southern meth university 
president r. marvin l. ba ,sorth plains college 
dean dr. garland r. waiker ,
president william l. dykes ,south texas jr college 
president blake l. farmer ,
president dr. robert e naylor ,sthwstn bapt theol sern 
president  dr. jack evans ,sthwstn christian college 
president rev. leroy j. leishe ,sthwstn union college 
president  dr. durwood fleming ,southwestern university 
,southwest tex jr college l 
pres for academic affairs joe h. wilson ,thwst tex st university 
pres for academic affairs dy. john t. lewis ,jephen f austin state u 
president   dr. donald m. anthony ,ji ross state university 
president  dr. charles l. mckinney ,*tarrant co jc south cam 
,temple junior college 
,
,directo of 
president  dr. alvin d. thomas ,college 
president dr. william d. trogdon ,*tarleton state college 
president dr. jack k. williams ,*texas a&m u main campus 
,*tex abm 
,
 dr. john m. prescott ,
 adm. james d. craik ,
dean r. henry 8. hardt ,texas college osteo med 
president  dr. joe k. menn ,texas lutheran college 
president   dr. granville m. sawyer ,texas southern university 
president  dr. william h. walton ,
vice president dr. jack £. tompkins ,tex st tech inst cen of 
general manager   dr. j. n. saker ,
vice president mr. mitton schifler ,
president   dr. grover e. murray ,texas tech university 
president dr. william m. pearce ,texas wesleyan college 
president  dr. john a. guinn ,texas woman's university 
president g. duncan wimpress ,trinity university l 
vice pres for academic affairs .gwward m. potter ,lyler junior college 
,on of women o  eva saunders 
president  dr. donald a. cowan ,university of dallas l 
president  dr. philip g. hoffman ,university of houston 
president   rev. patrick d. braden ,university of snt thomas ° oo 
president  de. prank harrison  ,
president dr. stephen h. spurr ,*u tex at austin main cam - 
president father primo piss ,
president  bro. john g. dr ,lona college l 
president ellis l. phillis ,ithaca college 
president  rabbi bernard mandelb ,jewish theol sem america 
president  peter mennin ,
president dr. g. wayne glick ,ony keuka college l 
president  dr. robert a. cook ,um king’s college 
president  dr. bryce jordan ,*u of texas at dallas 
dean alfred g. knudson ,*u tex grad sch biomed sei 
dean dr. john victor olson ,*u of tex denti br houston l 
president dr. joseph r. smiley ,*u of texas at & paso 
president dr. truman g. blocker jr. ,*u tex medi br galveston 
dean  chartes c. sprague ,*u of tex medi sch dallas ° 
dean dr. f. carter pannill ,*u tex medi sch sn antonio 
dean   dr. marityn d. willman ,*u of texas nursing schoo! a 
dean    dr. reuel a. stallones ,*y texas sch public health 
president    j. d. moore ,victoria college 
president dr. roy c. mcclung ,wayland baptist college 
president €. w. mince ,weatherford college 
president  dr. robert l. clinton j ,
president james p. comette 3 ,west texas st univorsity 
president  dr. theodore nicksick j. ,wharton co jr college l 
president david weinste ,wiley college l 
president   mr. heart c. bish ,spoon river college 
president  sr. m. patrick o' bri ,springfld college in ill 
president  clifton j. woods ,state community college 
president   dr. j. phillip dalby ,thornton cmty college oo 
president dy. gordon r. werkema ,tolentine college 
