president names,schools
vice pres admin operations  edward q. moulton ,‘ohio state u main campus 
james s. biddle ,ohio state u lima br / 
director dr. james e ,ohio state u mansfield br  
director carl e. m. ,*ohio state u marion br 
director robert a. e ,*ohie state u newark br 
president dr. claude ,ohio technical college 
president dr. claude l ,ohio u central office l 
coed director eldred r. bovenizer ,*ohie u belmont co branch 
director  edwin h. badger ,*ohie u chillicothe br 
director l. wellman bowman ,ee *ohle u ironton branch 
 lowell leclair ,*ohio u lancaster branch 
president dr. clyde j. wingfield ,*ohic u portsmouth branch 
president    dr. john w. kneller ,son *ohio u zanesville bronch 
president   rabbi israel jacobson ,
,city u of ny system off 
president robert e. marshak ,*cuny city college 
president   dr. mina s. rees ,*cuny graduate division 
president  mrs. jacqueline g. wexler ,
director  roy e. gillespie ,
president dr. thomas e. wenstau ,ohio wesleyan university 
president  dr. thomas j. kerr iv ,otterbein college 
president  dr. jacob h. see ,penta county tech inst 
"president msgr. thomas p, campbell ",
dean rabbi mordecai gifter ,rabbinical college telshe 
president dr. alphus r. christensen ,rio grande college 
president  rev lawrence p. cahill ,snt john college cleveld . 
 msgr. michael j. murphy ,saint mary seminary 
dean  w. jack grosse ,salmon p chase c of law 
director  thomas c. colt ,school of dayton art inst 
president   frank c. taylor ,
president  marvin c. knudson ° ,sinclair cmty college 
mr. richard c. pfeiffer ,‘iffin university 
 mr. john j. light ,‘ri-county technical inst 
 john r. knecht ,jnited theological sem 
vice pres for academic affairs vacant ,jniversity of akron 
president dr. warren g. bennis ,*u of cincinnati main cam 
dean and admissions officer dr. e. g. muntz l ,
president  rev. raymond a. roesch ,university of dayton 
president  dr. william s. cartson ,university of toledo 
president   dr. paul zehner prog ,fun text provided by saic 
,ursuline college wit 
president   mr. roy w. klay presider ,vanguard technical inst wiln 
president dr. g. kenneth andeen ,sh college 
president  dr. brage golding ,wright st u central off  
director  mr. roger j. stauffer ,*wright st u wstn ohio br 
 rev. paul l. o'connor ,xavier university  l 
president   dr. albert l. pugsley ,youngstown st university l l 
president dr. w. c. burris ,altus junior college 
president  dr. billy james hargis ,amer christian college 
president  garold d. holstine ,
"president de, loo g. com ",
presiden dr. roy h. cantrell ,bethany nazarene college 
president  dr. don owen ,cameron st agri college og l 
presidemt gariand a. godfre ,central state university 
president  col. john e. home ,claremore junior college l l 
president   dr. melvin self ,connors state college 
president  dr. stanley p. wagner ,east central st college 
president  dr. james m. miller ,eastern okla st college 
president  dr. a. r. harrison ,el reno junior college 
president mr. billy m. jones ,
president dr. william e. sims ,langston university 
president  dr. clyde r. kindell ,
president  dr. d. dayle creech ,
president robert e. coltier ,l northeastern st college 
president edwin e. vineyard ,northern oklahoma college 
president  william g. tanner l , northwestern st college 
president  dr. james d. baird ,okla christian college 
president  dolphus whitten jr ,oklahoma city university los  
president  dr. robert l. martin ex ,okla college liberal arts ae 
president  noms l. palmer dir ,okla panhandle st college de 
president everett pope jr. re ,
president dr. robert b. kamm det ,okla state u cen office l oe 
dr. phillip p. chandler ,‘kla sitate u okla city 
pres of business affairs  mr. robert r. eskridge ,ral roberts university 
pres for administration   jog lbone ,scar rose junior college 
president dr. hallie g. gantz ,phillips university 
president  mr. orville johnson ,poteau community college 
president   dr. michael roethter ,saint gregory's college 
superintendent  harry €. patterson ,sayre junior college 
president elmer tanner ,
president  leon hibbs ,southeastern st college 
president   cots w. r. corvin ,southwestern college 
president  dr. albert m. harris ,southwestem st college 
president  donald h. riddle ,*cuny john jay c crim just 
president  dr. leonard lief ,*cuny lehman college 
president  joseph s. murphy ,*cuny medgar evers college* 
president ard dean   george james ,*cuny richmond college 
,*cuny queens. college 
president herbert schueler ,
dean glennon p. warf ,
president david nettle ,faith bapt bible college 
president dr. william t. hig ,graceland college 
president emest d. niel ,grand view college 
presidet glenn leggett ,grinnell college 
superintendent  dr. w. travis martin ‘ ,tes hawkeye inst technology 
superintendent and president  ol a. evringhan e ,
president  dr. paul f. sharp ,7 tulsa junior college 
,l u of oklahoma central off 
president  dr. paul f. sharp l ,*u of oklahoma norman cam 
president  dr. j. paschal twyman ,
 wallace w. mccrae ,blue mtn cmty college  
president dr. frederick h. boyle ,central oreg cmty college 
president paul f. wilmetl ,chemeketa cmty college 
"president de. john w, hakansor ",clackamas cmty college 
president aphilip l. bainer ,clatsop community college 
president dr. rex f. johnston ,
president  echard p. weber ,concordia college 
president david c. be shana ,
president  dr. donald n. reic ,judson baptist college 
president  dr. eldon g. schafe ,lane community college 
president  john r. howare ,lewis and clark college 
president dr. gordon c. bjor ,l linfield college 
president  dr. raymond j. needham ,linn-benton cmty college  
president dr. robert h. krupp 5 ,
president father christian mondor ,mount angel college a 
president director rev boniface lautz , mount ange! seminary 
president dr. earl t ,mount hood cmty college 
president  willard ,multnomah school of bible 
  sunt  willia ,
president  barto ,nthwst christian college 
president mr. e. robert de lucia ,
president  dr. averno m. rempel ,
"president  leonard w, rice ",saverwein *oregon college of ed 
 vicge pres roy a. young ,de oo32o8 «= *oregon state university. ] 
president dr. winston d. purvine ,*oregon technical inst 
president   dr. gregory b. wolfe ,*portland state university 
president  james k. sours ,*southern oregon college 
president dr. robert d. clark ,*u of oregon main campus 
,*u of oregon dental school 
dean  dr. charles n. holman ,* of oregon medical sch 
president  james v. miller ,pacific university 
president   amo de bernardis ,portland cmty college 
president  mr. paul e. bragdon ,reed college 
president  mr. henry d. pete ,
president s jack e. brookins ,sthwstn oreg cmty college 
president dr. emety j. skinner ,treasure viy cmty college 
president   harty jacoby ,umpqua community college 
president  rev. paul e. waldschmidt ,university of portland 
president   jo gilliam ,warner pacific college 
,wstn bapt bible college 
,
,
president  jack m. thiessen ,
president dr. arthur l. schuttz ,atte university 
president dr. lawrence l pelletier pre ,allegheny college bi 
president rev j. stuart dooling vic ,
walter smietana ,
  sr. m. victorine ,ivernia college 
president dr. joseph m. stowell ,apt bible college of pa l 
president  dr. david m. gray ,saver college 
president  dr. robert j. nossen ,
president harris l wofford jr. ,bryn mawr college 
president  dr. charles h. watts it ,
president  sr. jane s ,bucks county cmty college l “ 
president dr. h. guyford ste ,carnegie-mellon u 
president  pauline tompk ,cedar crest college l 
president  edward d. eddy ,chatham college 
president  a mary xavier ,chestnut hill college l 
vice president  dr. wade wilson ' ,wd cheyney state college l 
director of student personnel  dr. dean w. cramer ,*lawa cen cc fort dodge 
registrar-director admissions witliam b. olson ,*lowa cen cc webster city l 
acting superintendent richard h. blocker ,*lowa lakes cc north cam 
,*lowa lakes cc south cam  
president w. robert parks ,lowa state u sci & techn 
president dr. louls a. haselmayer ,
president ce.  milton g. bassin ,*tlowa western cc main cam l l 
president john w. graham jr. ,clarkson college of techn 
president  dr. arthur r. mckay ,chrmin exec comm sch of mgmnt robert b. shaw 
president  thomas a. bartlett ,colgate university 
president mrs. audrey c. cohen ,college for human services 
president dr. a. leslie leonard ,college of insurance 
president sr. mary david barry ,college of mt snt vincent 
president dr. james gemmell! ,*clarion state c main cam 
administrative head  dr. russell l. morgan ,*clarien st c venango cam 
president  miriam teresa d'donnell ,college misericordia ° 
campus president nei h. wimmer ,*cc allegheny co boyce cam 
president  dr. douglas f. libby ,*€c allegheny co south com l 
president  dr. allen ¥. bonnell ,cmty college philadelphia 
 president  mr jemes work ,
president dr. howard l. rubendall ,  dickinson college ee 
president dale f. shughart ,dickinson school of law 
dean  rev. edward g. harris ,
president  dr. william w. hagerty ,drexel university 
president  dr. abraham l. katsh b ,the dropsie university 
rev. henry j. mcanulty o ,duquesne university 
president dr. j. lester hamish v ,
vice president for development john a. baird jr. ,astern baptist. theol sem 
dr. darrell holmes ,ast stroudshg s/ college 
vice pres of academic affairs dr. james e. mckinley ° ,idinboro state college l 
president  dr. morley j. mays ,elizabethtown college 
president  warren mild ,ellen cushing jr college 
president dr. carl mcintire ,faith theological sem oo. 
president  or keith spalding ,franklin-marshall college a i 
president   msgr. wilfrid j. nash ,gannon college 
president  egwitt c. clarke ,
president c. arnotd hanson ,gettysburg college oo 
president  elozrt goelman ,gratz college 
president   ques s. mackenzie ,grove city college 
,gwynedd-mercy college 
,
,
,
,
academic dean   st. m. florence ent ,n junior college 
director of placement s. mes. elinor warmer presid ,
president de. william we hassler teb ,indiana u of pa cen off dean 
mr. robert h. doe ,school of home economics  vacant 
assistant to the president    mr. john. fidel ,lona u pa punxsutawney 
president  rev. lane d. kilburn ,iata college 
president  ds. lawrence m. stratton ,kutztown state college 
president  sr. de la salle mahler ,lackawanna junior college ae 
president  bro. daniel burke ,la salle college 
president   dr. frederick p. sample ,lebanon valley college 
president john g. bertier ,lehigh co cmty college 7 _ 
president dr. w. deming lewis ,lehigh university 
president herman r. branson ,lincoln university 
president  dr. francis n. hamblin ,lock haven state college 
president dr. donald r. heiges ,luth theol sem gettysburg l 
president   rev. john d. newpher ,lutheran theol sem phila 
president  dr. guy v. ferrell ,luzerne co cmty college so 
director  dr. j. brian trambley ,lycoming college 
superintendent dr. selby a. ballantyne ,kirkwood cmty college 
acting president  mr. burton r. mcquillan ,loras college 
"president ewen d, farwell ",luther college 
,
,
,
president  lucius h. pitt ,alltwn cmty college 
president james e. watte ,piedmont college 
president  dr. james r. burgess jr ,reinhardt college 
president  dr. prince a. jackson jr ,
president randall h. minor ,shorter college 
president  dr. denton r. coker ,south georgia college 
presidont  dr. albert e. maintey ,spelman college 
president me robert w. jackson  ,
president sr. m. coleman nee ,marywood college 
acting president  marion s. fay ,the med! college of pa 
president  sr. mw. carolyn herrmann ,mercyhurst college 
president dr. d. ray hostetter ,messiah college l 
president william h. duncan ,millersville st college 
president dr. leroy r. brendlinger ,montgomery co community c  
,moore college of art eo 
president  st. mary agnes hennessey ,
president  se. cecile devereux ,
superintendent  dr. max r. clark ,
superintendent dr. david r. pierce ,n lowa area cmty college l 
president  dr. lars l. granberg ,northwestern college l a 
president  dr. david d. palmer ,ottumwa heights college 
president dr. cari e. kreister ,parsons college   
president rev sebastian g. menke ,saint ambrose college 
president dr. ralph c. john ,
director  mr. milton c. meuler ,*southeastern cc burlingtn 
director mr. lewis w. ogle ,*southeastern cc keokuk 
,
president dr. walter f. peterson ,university of dubuque 
vice pres duane c. sori bach ,university of lowa 
president  dr. john j. l ,cedar falls 5o613 *~ cong 
president dr. aldsic ,upper lowa university 
president  meme ,
president rev. pau d. mort , c. zopt lidpgfian  alice collins 
president   john w. bachman ,‘holmes wartburg college 
president dr. william h. weiblen ,
president laurence c. smith ,d.mes westmar college 
president  dr. d. duane moon ,william penn college 
president   dr. bill r. spencer ,allen co cmty jr college 
president  dr. james e. doty ,baker university l 
president   edwin j. walt ,barton co cmty jr college es ne 
president  dr. paul t. ,central baptist theol sem 
president dr. bruce l. l ,central college 7 
president  arnley a. br ,cloud co cmty jr college 
president dr. russell h. grat ,coffeyvl cmty jr college 
president dr. richard h. mosier ,colby cmty junior college 
president ronald a. ebberts ,college of emporia 
president gwendel nelson ,
president charles m. barnes ,dodge cty cmty jr college 
president and dean  sr. m. richard pendergast ,donnelly college 
president   dr. john w. gustad ,fort hays kans st college 
president  m. leon foster ,ft scott cmty jr college l 
wanda mitchell  ,friends bible college l 
dr. roy f. ray ,riends university l 
 dr. raymond d. wamsley ,arden city community jc l 
president laban peachey ,esston college 
"president  mr, tony e. ",
president  dr. andrew ,hutchinsn cmty jr college 
president mr. ne ,independence community jc 
,johnsn co cmty jr college 
president  dr. jack m. flint ,kansas city kans cmty jc — 
president dr. george f. budd ,kansas st college pittsbg 
president  dr. john e. visser ,
president dr. james a. mccain ,kansas st u agr & app sci  
acting president & dir acad affairs  thomas f. creec ,kansas technical inst 
president dr. paul w. renich ,
president  james j. aitendorf ,labette cmty jr college 
president  br. wilford f. lown ,
president  dr. emerald dechant ,marymount college 
president dr. j. jack methorn ,mcpherson college 
president   dr. r. curtis smith ,
president  dr. leo cox ,
president  dr. peter h. armacost ,neosho co cmty jr college 
president donald e. tolbert ,pratt cmty junior college 
president   rev. roman galiardi ,sacred heart college 
,saint john’s college 
presldent  dr. julian a. bandy ,toccoa falls institute 
president   dr. warner e. fusselle ,truett mcconnell college 
, university of georgia 
president   dr. s. walter martin. ,valdosta state college 
"president  w. earl strickland , ",wesleyan college rc 
vice president  george w. walker ,west georgia college _ 
president  dr. william v. tucker ,
president   dr. dale l. gibson ,seward co cmty jr college 
president  dr. c. orville strohl ,southwestern college 
president  dr. 1. wiliam m. mecreery ,sterling college 
president roy just  ,tabor college 
,university of kansas  
,washburn u of topeka a 
,wichita state universi 
,alice lloyd college 
president  dennis f. kinlaw ,asbury college 
president  dr. frank b. stanger ,asbury theological sem 
president msgr. alfred f. horrigan ,bellarmine college 
president willis d. weatherford ,berea college 
president  sr. joan marie lechner ,brescia college vice 
president  or wf r. davenport direc ,
president thomas a. spragens pr ,
president  james l. lusby ,stern ky university 
president  cart m. hill ,kentucky state college 
president dr. william e. james ,kentucky wesleyan college 
president troy r. eslinger ,lees junior college 
president  dr. w. a. welsh ,lexington theol seminary 
 pres theol sem ,lindsey wilson college 
president  dr. albert c. winn ,louisvi pres theol sem 
president  albert n. cox ,midway junior college l 
president  dr. adron doran ,morehcad state university 
president  harry m. sparks ,murray state university 
president  dr. w. frank steely ,
president dr. robert s. cope ,pikeville college 
president sr. margaret marie hofstetter ,saint catharine college 
president director rev john lesousky ,saint mary’s college l 
rev. elmer j. grosser ,seminary of saint pius x l 
president  mr. victor br ,
president  dr. duke k. ,southern bapt theol sem 
president  sr. eilee ,spalding college 
dr. richard a. degraff ,sue bennett college  
president dr. irvin e. lunger ,dillard transylvania university 
president dr. otis a. singleta ,
,*u of kentucky cc system 
 dr. henry campb ,
president woodrow m. strickler ,university of louisville 
president dr. dero g. downing ,western ky university 
dean of the college   vases  mr. th ,centenary college 
president dr. marvir ,delgado voc tech jc 
president    dr. broach ,dillard university 
president  dr. r. we. jones ,
president dr. g. eart guinn ,louisiana college 
business manager b. holloway ,lovisiana st u cen office oe 
chancellor dr. ceci g. taylor ,*la state u baton rouge 
anthony mumphrey ,*la state u eunice 
chamcellor   william h. stewart ,*la st u medi ctr new oris 
president student affairs x. lewis ,state u shreveport 
president and dean of college dr. d. r. farley ,
president bro. robert c. maguire ,chaminade c of honolulu 
president  h stephen l. brower ,church college of hawaii 
president  dr. chandler w. rowe ,l hawaii loa college 
president dr. george a. warmer ,hawaii pacific college 
president  dr. harlan cleveland ,honolulu business college - 
president  vee. harlan cleveland ,u of hawaii system office os l 
"rey michael f, ken ",
president dr. thomas s. ,
president dr. grady c.c ,new oris bapt theol sem 
,nicholls state university 
"president dr, george t. walker ",northeast louisiana u 
"president dr, amold r. kilpatrick ",nthwstn st college of la 
president rev. alexander d. sigur ,notre dame seminary 
president   sr. enda eileen byrne ,our lady of holy cross c 
superintendent mr. joseph j. oavies jr. ,
direactor and president rev. marian e. larmann ,saint joseph sem college 
president sr. mary ursula cooper ,
president s.  dr. clea e. parker ,southeastern la u l 
president g. leon netterville ht. ,southern u a&m c cen off 
vice president dr. emmett w. bashfu! ,*sthn u a&m c new orleans 
vice president mr. leonard c. bames ,*sthn u a&m c shreveport 
president  dr. herbert e. longenecher ,tulane u of louisiana 
president  clyde l. rougeou ,u of sthwstn louisiana 
president  norman c. francis ,xavier university of la 
president  dr. frederick w. whittaker ,bangor theological sem 
president   dr. thomas h. reynolds ,bates college 
president  mr. david r. tibbetts ,beal business college l 
president dr. theodore e. johnson ,bliss college  a 
president   dr. roger howell jr. ,bowdoin college 
president  dr. robert e l strides ii ,colby college 
president barhev kibarian ,husson college l 
superintendent adm edward a ,
president  mr. john ,nasson college 
director  william l ,northern consv of music 
president  robert e ,ricker college 
president  ernest r. therrien ,
president  mr. berard currier ,saint joseph‘s college 
director  dr. john s. greer ,sytvester southern me voc tech inst 
president   dr. john l. thomas hr. ,k franco thomas college 
acting president  dana m. si ,oe unity college l 
president   cotes rr. ltoyd j ,u of maine central office 
director cr.  dr. john e. ,*u of maine at bangor 
president  dr. einar / ,*u of maine at farmington 
president dr. richard j. spath ,
president  dr. arthur s. buswetl ,*u of maine at machias 
president  mr. winthrop c. libby ,*u of maine at orono 
president  dr. louis jp calisti ,*u me at portiand-gerham 
president  dr. st ,* of me at presque isic 
president  sesseets dr. jam ,westbrook college 
,allegany cmty college 
president  robert p. ludlum ,anne arundel cmty college 
president mr. d. deane wyatt ,baltimore college of com 
president leivy smotar ,baltimore hebrew college 
president samuel l. myers ,bowie state college 
acting president dr. ernest e. blanche wye ,capitol inst technology bucin 
president  dr. b. a. barringer dir of ,catonsville cmty college tig 
president  dr. robert l. nash higt ,
president   dr. george h. ak ,irles co cmty college 
president  dr. harry 8 ,cmty college of baltimore 
president  dr. calvin w. burn ,. coppin state college 
president  dr. vernon wan ,i essex community college 
president lewis w. stephens ,frederick cmty college 
president nelson p. guild ,frostburg state college 
president   dr. luther g. shaw ,
president  marvin b. perry jr. ,goucher college 
chancellor  dr. paul m. miwa ,ty of hawaii hilo 
provost mr. mitsugu sumada ,*u of hawaii hawaii cc 
provost dr. james w. thornton ,*u of hawaii honolulu cc 
provost  mr. reymond y¥ c. won ,*u of hawaii kapiolani cc 
provost vacant ,*u of hawaii kauai cc 
provost mr. john j. prihoda   ,*u of hawali leeward cc i 
provost  mr. glen h. fishbach i ,*u of hawaii maui cc  
president  dr. john b. bames ,boise state college l 
president dr. atlee c. keple ,hagerstown junior college 
president   dr. joseph n. hanki ,harford community college 
president   dr. randle elliot ,hood college 
president  dr. alfred j. smith ,
president   dr. milton s. eisenhower ,
president  dy. walter j. stencil ,
president rev joseph a. sel ,loyola college 
president  eugene w. l ,
campus dean dr. hayne van der ¥ ,*“montgemery c rockville 
campus dean dr. robert w. wiley ,*“montgomery c takoma pork 
acting president king v. cheek jr. ,mergan state college 
president sr. mary alice chineworth ,mt providence jr college 
president  dr. john j. dillon ,mount snt mary's college 
president and dean rabbi jacob l. ruderman ,ner israel rab college 
president  richard franko goldman ,peabody inst of baltimore 
president dr. james harvey ,
president  richard d. weigle” [ ,saint john’s c cen office 
vice pres and dir development mr. j. burchenal ault 2 ,*snt john's c santa fe nm d 
margaret dougherty ,saint joseph college l 
president dr. james r. je ,snt mary's college of md 
president  john f. ,saint mary's seminary & u 
president  dr. norman c. cra ,salisbury state college 
president james l. l ,towson state college 
president   mr. h. mebane tumer ,university of baltimore 
chancellor  dr. chartes e. bishop ,u of maryland system off 
,
dean of nursing  dr. marion l. murphy ,
,
asst to pres for development  je. alfred v. clark ,
president hany j. courniotes ,tington bible college 
president john w. ward ,amherst college 
president dr. roy pearson ,andover newton theol sch 
"president  sr, irene socquet ",anna maria college women 
president  sr. dorothy a. welch ,aquinas jc of bus cen off 
dean-director  sr. mary philomene ,*aquines jc bus at newton l 
president  rev. wilfrid j. dufault ,assumption college 
president dr. william g. nelson ,atlantic union college 
president  henry a. kriebel ,babson college 
president  dr. randle elliott ,bay path junior college 
president  louis f. musca ,
president  lloyd h. van buskirk ,becker junior college 
president  dr. gregory h. adamian ,bentley college 
president soso  lawrence berk ,berklee college of music 
president  vincent e. tabe ,
president rev. w. seavey joye ,boston college 
president  george a. brambills ,boston consv of music 
president   jotn r. silber ,boston university 
president robert m. vogel ,bradford junior college 
president   charles l. schottland ,brandeis university l 
president  dr. howard c. reith ,bryant-meintosh jc 
president donald g. hanson ,
president  vacant ,burdett college 
president  harold d. talbot l ,cambridge junior college 
president  rev. john mulvehill 2 ,cardinal cushing college l 
president  mr. clifton w. emery jr. ‘s ,cen new eng college techn* 1 
president  matthew j. mailoy ,chamberlayne jr college i 
president  dr. glenn w. fergu ,clark university 
president  rev. john e. bro ,college of the holy cross 
president  msgr. thomas f. der ,college our lady of elms 
president dr. john s. hi ,curry college 
president donald e. deyo ,dean junior college 
president dr. lestie parrott ,eastern nazarene college 
president  mr. richard chapin ,emerson college 
president  dr. warren b. kno ,college of idaho 
president  mother m. regina o'connell ,college of saint gertrude 
president   dr. james l. taytor ,college of southern idaho 
president  dr. william e. davis ,’  idaho state university 
president   dr. jerold d. dugger ,lewis & clark st college 
president  mr. barry g. schuler ,north idaho college 
president   john e. riley ,nthwst nazarene college 
president   sr. marie barty ,emmanuel college de 
president  dr. george d. bierkoe 3 ,endicott junior college 
dean rev. harvey h. guthrie jr. r ,episcopal theo! school 
president  scott a. fisher v ,fisher junior college l c 
director  for the dental center  dr. j. w. hein ,
president   louis j. dunham jr. ,ranklin inst of boston 
 dr. alice thurston ,sarland junior college 
vice pres dr. daniel e. weiss ,sordon college 
president   dr. harold j. oc ,‘gordon-conwell theol sem 
president  mr. milton l. ¢ ,grahm junior college 
president  mr. charles r. longs ,hampshire college 
president derek c. bok ,harvard university 
,mster —-_ hebrew college 
acting president bishop tshovos garmatis ,
president  kenneth m. greene ,lasell junior college 
president dr. henry c. borger ,leicester junior college 
president  dr. don a. orton ,lesley college 
president and chancellor  mastin j. lydon ,‘lowell technological inst 
president s.  william baldwin ,mass college of optometry 
president dr. chartes b. dunnington ,mass college of pharmacy 
president thomas e. o'connell ,mass cmty college sys off 
president jack p. ,*bristol community college 
president  e. carleton nic ,*cape cod cmty college 
president  dr. lewis d. ,“greenfield cmty college 
president george £. frost ,*holyoke community college 
president  john f. mckenzie ,*“matis bay cmty college 
assistant to the president  mr. john n. gledhill ,*“massasoit cmty college 
president dr. james e. houlihan j. ,“middlesex cmty college 
president dr. arthur f. haley ,*mt wachusett cmty college 
president   mr. harold bentley ,*nthn essex cmty college 
president   harold e. shively ,*north shore cmty college 
president  mr. kermit c. morrissey ,insigamond cmty college  
president  adrian rondileau ,*bridgewater state college 
president   abl thos j. hammond ,*fitchburg state college 
president d. justin mccarthy ,“framingham state college 
"president ser  done] h, o'leary ",*lowell state college 
dir of administrative services foney s. kaplan ,*mass college of art 
acting president   capt. w. r. hend ,*mass maritime academy 
president   james t. amsie ,*north adams state college 
president  dr. frank l. keegar ,*salem state college 
president dr. leonard j. savignan ,*westfield state college 
president dr. robert leestamper ,*worcester state college 
president sr. mary angelina healy ,_ merrimack college l 
president david b. truman ,' mount alvernia college 
president  dr. f. roy carison , mount ida junior college 
president  mr. edward j. tassinari ,newbury junior college 
president  gunther a. schuller ,l new eng consv of music l 
acting dean mr. robert e. o'toole a ,new england schoo! of law ‘s 
"president dr. james j, whalen x ",newton college sacred hrt 4 
president  mr. charles w. dudley 3 ,newton junior college 
president and dean of college gordon 8. cro ,
president richard d. picke' ,northampton jr college 
president as o knowle ,northeastern university 
president  frederick g. perry jr. ,dear of liberal arts ou  robert a. shepar 
president  frederick c. ferty ,pine manor junior college 
president  kenneth p. white  ,  quincy junior college 
president and dean mrs. mary l. bunting ,» raddliffe college  
president  henry 8. eyring ,
president dr. ernest w. hartung ,university of idaho 
president  thomas w. mann ,aero-space institute 
president  clinton e. frank ,american academy of art 
president  john r. hattstaedt ,american consv of music 
president  dr. clarence w. sorensen ,
president dr. james e. crimi ,aurora college 
president dr. rufus c. harris ,*tercer u main campus 
